,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Claimant data by constituency: JSA claimants and Universal Credit claimants required to seek work, December 2016",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Notes: Figures include JSA claimants and people claiming Universal Credit (UC) who are required to seek work. UC figures are provisional. All data are rounded to the nearest five, except for data on claims by type (JSA claimants only; UC claimants only). The number of JSA claimants and the number of UC claimants may not sum to the total claimant count as data are taken from different sources and are independently rounded.",,,,,,,,,,,,,,,,,,,,,,,,,
Claimant rate is the proportion of the economically active population aged 16-64 (as estimated by the Library) who are claiming JSA or claiming UC and required to seek work.,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Claimant levels,,,,,Claimant rate,,,Claims by age group,,,,,,,,,,Claims by type,,
 ,,,,,All claimants,,,,,All claimants,,,18-24,,,,,50 and over,,,,,JSA only,UC only,
,,,,,Number,,Annual change,,,Rate,Rank,,Number,,Annual change,,,Number,,Annual change,,,,,
,,,,,,,level,%,,%,1=highest,,                                                                                      ,,level,%,,,,level,%,,,,
Chipping Barnet,Chipping Barnet,England,956.62341863358,171.62341863358,955,,0,0,,1.6,415,,170,,-5,-2.9,,250,,15,6.4,,649,308,
Chorley,Chorley,England,"1,022.03866888796",252.03866888796,"1,020",,130,15,,2.0,341,,250,,25,11.1,,245,,10,4.3,,504,513,
Christchurch,Christchurch,England,366.05322793394,66.05322793394,365,,30,9,,1.1,549,,65,,-10,-13.3,,115,,20,21.1,,254,116,
Cities of London and Westminster,Cities of London and Westminster,England,"1,141.67584235385",126.67584235385,"1,140",,90,9,,1.7,407,,125,,0,0.0,,375,,50,15.4,,939,200,
City of Chester,City of Chester,England,881.86167606093,171.86167606093,880,,150,21,,1.9,367,,170,,0,0.0,,230,,55,31.4,,359,516,
City of Durham,City of Durham,England,957.17334148370,242.17334148370,955,,170,22,,2.2,319,,240,,60,33.3,,240,,45,23.1,,618,338,
Clacton,Clacton,England,"1,640.05916169651",385.05916169651,"1,635",,65,4,,5.1,32,,380,,-30,-7.3,,435,,30,7.4,,"1,129",504,
Cleethorpes,Cleethorpes,England,"1,227.75550692259",282.75550692259,"1,225",,-65,-5,,2.8,219,,280,,-35,-11.1,,335,,30,9.8,,787,440,
Clwyd South,Clwyd South,Wales,767.17757436451,187.17757436451,765,,-60,-7,,2.2,317,,185,,-35,-15.9,,180,,0,0.0,,498,270,
Clwyd West,Clwyd West,Wales,867.71306239363,202.71306239363,865,,-45,-5,,2.7,226,,200,,-25,-11.1,,235,,10,4.4,,547,315,
"Coatbridge, Chryston and Bellshill","Coatbridge, Chryston and Bellshill",Scotland,"1,498.14541389907",368.14541389907,"1,495",,-25,-2,,3.1,165,,365,,20,5.8,,375,,35,10.3,,867,629,
Colchester,Colchester,England,"1,101.78817109645",241.78817109646,"1,100",,-20,-2,,1.8,380,,240,,-20,-7.7,,255,,25,10.9,,854,246,
Colne Valley,Colne Valley,England,"1,031.86538735467",246.86538735467,"1,030",,-40,-4,,1.9,366,,245,,-30,-10.9,,260,,60,30.0,,699,331,
Congleton,Congleton,England,486.10783581993,96.10783581993,485,,5,1,,1.1,536,,95,,-10,-9.5,,135,,10,8.0,,271,214,
Copeland,Copeland,England,957.54644304334,247.54644304334,955,,40,4,,2.5,244,,245,,-10,-3.9,,240,,15,6.7,,434,517,
Corby,Corby,England,846.43431432407,186.43431432407,845,,-170,-17,,1.4,459,,185,,-20,-9.8,,240,,-5,-2.0,,513,332,
Coventry North East,Coventry North East,England,"1,713.01122043310",333.01122043310,"1,710",,35,2,,3.0,189,,330,,80,32.0,,405,,25,6.6,,"1,270",439,
Coventry North West,Coventry North West,England,"1,112.07503544403",222.07503544403,"1,110",,-5,0,,2.1,336,,220,,20,10.0,,240,,-25,-9.4,,814,294,
Coventry South,Coventry South,England,"1,227.34636611531",247.34636611531,"1,225",,105,9,,2.3,288,,245,,65,36.1,,275,,35,14.6,,921,305,
Crawley,Crawley,England,931.55784327468,176.55784327468,930,,50,6,,1.6,431,,175,,40,29.6,,250,,20,8.7,,712,218,
Crewe and Nantwich,Crewe and Nantwich,England,946.77620952217,226.77620952217,945,,-80,-8,,1.8,382,,225,,-25,-10.0,,225,,-5,-2.2,,497,447,
Croydon Central,Croydon Central,England,"2,323.81461665289",418.81461665290,"2,320",,715,45,,3.8,102,,415,,140,50.9,,610,,240,64.9,,510,"1,821",
Croydon North,Croydon North,England,"3,359.59205551665",609.59205551666,"3,355",,"1,025",44,,4.6,56,,605,,165,37.5,,890,,280,45.9,,954,"2,407",
Croydon South,Croydon South,England,"1,302.16005597359",262.16005597360,"1,300",,455,54,,2.2,323,,260,,95,57.6,,370,,140,60.9,,209,"1,093",
"Cumbernauld, Kilsyth and Kirkintilloch East","Cumbernauld, Kilsyth and Kirkintilloch East",Scotland,"1,052.41661227344",272.41661227344,"1,050",,5,0,,2.4,268,,270,,50,22.7,,230,,0,0.0,,599,455,
Cynon Valley,Cynon Valley,Wales,"1,028.32691736745",253.32691736745,"1,025",,-65,-6,,3.3,144,,250,,-15,-5.7,,220,,-15,-6.4,,757,269,
Dagenham and Rainham,Dagenham and Rainham,England,"1,658.21034827921",363.21034827921,"1,655",,105,7,,3.2,156,,360,,25,7.5,,405,,35,9.5,,"1,187",468,
Darlington,Darlington,England,"2,094.71331487415",494.71331487415,"2,090",,305,17,,4.7,49,,490,,95,24.1,,475,,75,18.8,,"1,472",617,
Dartford,Dartford,England,776.34449874317,196.34449874317,775,,85,12,,1.3,481,,195,,45,30.0,,175,,20,12.9,,540,235,
Daventry,Daventry,England,626.31156782755,131.31156782755,625,,125,25,,1.3,492,,130,,25,23.8,,200,,65,48.1,,340,281,
Delyn,Delyn,Wales,707.14712213668,192.14712213668,705,,-30,-4,,2.1,326,,190,,0,0.0,,145,,-40,-21.6,,423,282,
Denton and Reddish,Denton and Reddish,England,"1,187.74969021065",282.74969021065,"1,185",,-80,-6,,2.7,220,,280,,-30,-9.7,,240,,-30,-11.1,,492,694,
Derby North,Derby North,England,766.52338066132,176.52338066132,765,,80,12,,1.5,441,,175,,30,20.7,,150,,25,20.0,,511,254,
Derby South,Derby South,England,"1,327.55379803548",277.55379803548,"1,325",,-85,-6,,2.6,243,,275,,10,3.8,,285,,-10,-3.4,,910,414,
Derbyshire Dales,Derbyshire Dales,England,275.74378497749,65.74378497748,275,,40,17,,0.7,613,,65,,20,44.4,,90,,15,20.0,,176,96,
Devizes,Devizes,England,480.91410835636,120.91410835636,480,,40,9,,0.9,581,,120,,0,0.0,,135,,30,28.6,,310,173,
Dewsbury,Dewsbury,England,"1,257.40703944479",307.40703944479,"1,255",,40,3,,2.4,272,,305,,-10,-3.2,,295,,60,25.5,,900,355,
Don Valley,Don Valley,England,"1,237.72072525690",342.72072525690,"1,235",,-20,-2,,2.7,225,,340,,20,6.3,,290,,30,11.5,,824,413,
Doncaster Central,Doncaster Central,England,"1,843.49675468862",428.49675468862,"1,840",,-100,-5,,3.5,125,,425,,40,10.4,,410,,0,0.0,,"1,276",564,
Doncaster North,Doncaster North,England,"1,683.66664789651",423.66664789651,"1,680",,-115,-6,,3.7,110,,420,,10,2.4,,380,,0,0.0,,"1,174",505,
Dover,Dover,England,"1,327.90450926800",327.90450926801,"1,325",,165,14,,2.9,201,,325,,45,16.1,,345,,20,6.2,,"1,000",330,
Dudley North,Dudley North,England,"1,769.64447583659",414.64447583659,"1,765",,55,3,,4.6,52,,410,,5,1.2,,430,,45,11.7,,"1,219",550,
Dudley South,Dudley South,England,"1,559.16632324685",384.16632324685,"1,555",,125,9,,4.2,80,,380,,45,13.4,,335,,60,21.8,,"1,085",469,
Dulwich and West Norwood,Dulwich and West Norwood,England,"1,892.88724553200",237.88724553200,"1,890",,-10,-1,,2.9,204,,235,,0,0.0,,575,,35,6.5,,"1,367",524,
Dumfries and Galloway,Dumfries and Galloway,Scotland,"1,062.38635775265",277.38635775265,"1,060",,-60,-5,,2.4,277,,275,,-40,-12.7,,265,,35,15.2,,654,405,
"Dumfriesshire, Clydesdale and Tweeddale","Dumfriesshire, Clydesdale and Tweeddale",Scotland,666.63903620279,136.63903620279,665,,-25,-4,,1.6,412,,135,,-15,-10.0,,210,,20,10.5,,422,242,
Dundee East,Dundee East,Scotland,"1,293.03405255871",338.03405255871,"1,290",,85,7,,3.0,186,,335,,75,28.8,,310,,20,6.9,,900,393,
Dundee West,Dundee West,Scotland,"2,110.07555043330",475.07555043330,"2,105",,265,14,,5.1,30,,470,,70,17.5,,500,,95,23.5,,"1,458",646,
Dunfermline and West Fife,Dunfermline and West Fife,Scotland,"1,252.46497103085",252.46497103085,"1,250",,155,14,,2.5,259,,250,,5,2.0,,305,,70,29.8,,912,342,
Dwyfor Meirionnydd,Dwyfor Meirionnydd,Wales,526.97396189406,101.97396189406,525,,-10,-2,,2.0,351,,100,,-10,-9.1,,150,,15,11.1,,341,181,
Ealing Central and Acton,Ealing Central and Acton,England,"1,667.46998777262",192.46998777262,"1,665",,-120,-7,,2.5,258,,190,,-15,-7.3,,455,,-10,-2.2,,"1,266",401,
Ealing North,Ealing North,England,"1,612.65298564949",272.65298564949,"1,610",,5,0,,2.7,232,,270,,25,10.2,,410,,35,9.3,,"1,227",385,
"Ealing, Southall","Ealing, Southall",England,"1,498.06461917563",228.06461917563,"1,495",,-5,0,,3.1,180,,225,,10,4.7,,395,,30,8.2,,"1,064",432,
Easington,Easington,England,"1,689.48166502459",484.48166502459,"1,685",,255,18,,4.5,61,,480,,45,10.3,,340,,100,41.7,,"1,066",619,
East Antrim,East Antrim,Northern Ireland,"1,478.43769200984",338.43769200984,"1,475",,-55,-4,,3.4,132,,335,,-80,-19.3,,415,,40,10.7,,"1,474",..,
East Devon,East Devon,England,445.97893998996,70.97893998996,445,,45,11,,1.0,570,,70,,5,7.7,,140,,30,27.3,,318,124,
East Dunbartonshire,East Dunbartonshire,Scotland,461.16628766790,126.16628766790,460,,30,7,,1.2,526,,125,,45,56.3,,95,,-30,-24.0,,254,205,
East Ham,East Ham,England,"1,887.51691331370",352.51691331370,"1,885",,35,2,,2.5,251,,350,,25,7.7,,515,,70,15.7,,"1,429",454,
East Hampshire,East Hampshire,England,325.68824168595,65.68824168595,325,,-40,-11,,0.7,628,,65,,10,18.2,,105,,-15,-12.5,,231,93,
"East Kilbride, Strathaven and Lesmahagow","East Kilbride, Strathaven and Lesmahagow",Scotland,"1,057.01681336159",242.01681336159,"1,055",,35,3,,2.0,346,,240,,40,20.0,,285,,-5,-1.7,,704,349,
East Londonderry,East Londonderry,Northern Ireland,"1,979.46116706410",519.46116706410,"1,975",,-365,-16,,4.5,63,,515,,-135,-20.8,,465,,15,3.3,,"1,976",..,
East Lothian,East Lothian,Scotland,"1,397.74364985406",277.74364985406,"1,395",,395,40,,2.7,221,,275,,25,10.0,,340,,120,54.5,,242,"1,155",
East Renfrewshire,East Renfrewshire,Scotland,691.57300775413,186.57300775413,690,,130,23,,1.6,427,,185,,80,76.2,,160,,30,23.1,,436,255,
East Surrey,East Surrey,England,500.89956530937,80.89956530937,500,,45,10,,0.9,586,,80,,5,6.7,,155,,20,14.8,,265,234,
East Worthing and Shoreham,East Worthing and Shoreham,England,666.38073740688,146.38073740688,665,,30,5,,1.4,474,,145,,10,7.4,,190,,15,8.6,,439,230,
East Yorkshire,East Yorkshire,England,"1,022.26001351790",227.26001351790,"1,020",,-20,-2,,2.3,302,,225,,5,2.3,,280,,5,1.8,,700,323,
Eastbourne,Eastbourne,England,"1,067.15688699673",217.15688699673,"1,065",,-50,-4,,2.2,324,,215,,-50,-18.9,,285,,-10,-3.4,,744,321,
Eastleigh,Eastleigh,England,450.79071399955,125.79071399955,450,,-15,-3,,0.8,606,,125,,25,25.0,,105,,-20,-16.0,,258,195,
Eddisbury,Eddisbury,England,516.26473486837,121.26473486837,515,,15,3,,1.3,504,,120,,5,4.3,,125,,10,8.7,,238,274,
Edinburgh East,Edinburgh East,Scotland,"1,222.42956419388",212.42956419388,"1,220",,-30,-2,,2.4,264,,210,,-35,-14.3,,310,,40,14.8,,810,410,
Edinburgh North and Leith,Edinburgh North and Leith,Scotland,"1,342.07012952343",182.07012952343,"1,340",,-20,-1,,2.1,338,,180,,-30,-14.3,,350,,70,25.0,,917,422,
Edinburgh South,Edinburgh South,Scotland,621.45843503768,116.45843503768,620,,5,1,,1.5,454,,115,,-20,-14.8,,155,,15,10.7,,390,231,
Edinburgh South West,Edinburgh South West,Scotland,"1,097.07025193947",207.07025193947,"1,095",,-50,-4,,2.1,337,,205,,-40,-16.3,,255,,25,10.9,,736,360,
Edinburgh West,Edinburgh West,Scotland,691.43998038675,126.43998038675,690,,0,0,,1.4,457,,125,,-30,-19.4,,175,,25,16.7,,475,216,
Edmonton,Edmonton,England,"2,098.91237405370",413.91237405370,"2,095",,50,2,,3.9,94,,410,,35,9.3,,550,,75,15.8,,"1,605",492,
Ellesmere Port and Neston,Ellesmere Port and Neston,England,992.35150526820,232.35150526820,990,,0,0,,2.4,286,,230,,-10,-4.2,,230,,0,0.0,,487,502,
Elmet and Rothwell,Elmet and Rothwell,England,470.98064946317,110.98064946317,470,,5,1,,1.0,569,,110,,5,4.8,,120,,-10,-7.7,,339,127,
Eltham,Eltham,England,"1,152.46476457721",262.46476457721,"1,150",,80,7,,2.5,260,,260,,55,26.8,,295,,20,7.3,,824,326,
Enfield North,Enfield North,England,"1,507.91217863217",277.91217863217,"1,505",,75,5,,2.9,198,,275,,5,1.9,,410,,80,24.2,,"1,141",365,
"Enfield, Southgate","Enfield, Southgate",England,926.75157457750,161.75157457750,925,,40,5,,1.8,387,,160,,5,3.2,,285,,55,23.9,,649,275,
Epping Forest,Epping Forest,England,791.59353222169,126.59353222169,790,,30,4,,1.6,422,,125,,20,19.0,,210,,10,5.0,,608,179,
Epsom and Ewell,Epsom and Ewell,England,415.76920667398,85.76920667397,415,,80,24,,0.8,609,,85,,35,70.0,,125,,30,31.6,,293,122,
Erewash,Erewash,England,"1,042.13864602304",267.13864602304,"1,040",,5,0,,2.1,327,,265,,5,1.9,,245,,15,6.5,,681,360,
Erith and Thamesmead,Erith and Thamesmead,England,"1,607.70197055864",312.70197055864,"1,605",,65,4,,2.7,227,,310,,5,1.6,,390,,45,13.0,,"1,195",410,
Esher and Walton,Esher and Walton,England,330.62419231669,65.62419231669,330,,45,16,,0.6,638,,65,,20,44.4,,100,,0,0.0,,236,92,
Exeter,Exeter,England,811.38879958868,151.38879958868,810,,145,22,,1.4,472,,150,,50,50.0,,215,,40,22.9,,585,229,
Falkirk,Falkirk,Scotland,"1,547.74097713310",347.74097713310,"1,545",,115,8,,2.7,222,,345,,10,3.0,,390,,75,23.8,,935,609,
Fareham,Fareham,England,365.71377691039,75.71377691039,365,,-35,-9,,0.7,623,,75,,5,7.1,,105,,0,0.0,,254,110,
Faversham and Mid Kent,Faversham and Mid Kent,England,706.53117914575,171.53117914575,705,,75,12,,1.5,438,,170,,0,0.0,,210,,65,44.8,,481,221,
Feltham and Heston,Feltham and Heston,England,"2,288.33929506282",383.33929506282,"2,285",,820,56,,3.3,141,,380,,85,28.8,,620,,295,90.8,,318,"1,976",
Fermanagh & South Tyrone,Fermanagh & South Tyrone,Northern Ireland,"1,508.07732717408",248.07732717408,"1,505",,-360,-19,,3.1,174,,245,,-135,-35.5,,435,,-35,-7.4,,"1,503",..,
Filton and Bradley Stoke,Filton and Bradley Stoke,England,546.00313405837,116.00313405837,545,,5,1,,1.0,564,,115,,-5,-4.2,,130,,15,13.0,,380,165,
Finchley and Golders Green,Finchley and Golders Green,England,"1,191.82572660183",141.82572660183,"1,190",,-35,-3,,1.8,374,,140,,-10,-6.7,,340,,10,3.0,,898,291,
Folkestone and Hythe,Folkestone and Hythe,England,"1,377.62783775029",292.62783775029,"1,375",,70,5,,2.6,235,,290,,-15,-4.9,,390,,45,13.0,,"1,065",308,
Forest of Dean,Forest of Dean,England,611.44281104540,146.44281104540,610,,-40,-6,,1.4,456,,145,,-10,-6.5,,160,,-15,-8.6,,398,217,
Foyle,Foyle,Northern Ireland,"3,728.63008024655",948.63008024655,"3,720",,-700,-16,,8.6,2,,940,,-270,-22.3,,805,,-50,-5.8,,"3,722",..,
Fylde,Fylde,England,646.70898260305,146.70898260305,645,,55,9,,1.7,395,,145,,15,11.5,,170,,10,6.3,,308,338,
Gainsborough,Gainsborough,England,"1,072.42029482680",292.42029482680,"1,070",,-140,-12,,2.4,267,,290,,-25,-7.9,,250,,-20,-7.4,,759,313,
Garston and Halewood,Garston and Halewood,England,"1,783.89690358592",388.89690358592,"1,780",,-50,-3,,3.9,96,,385,,-15,-3.8,,435,,-20,-4.4,,850,931,
Gateshead,Gateshead,England,"2,159.58530668893",474.58530668893,"2,155",,295,16,,4.6,57,,470,,80,20.5,,540,,130,31.7,,"1,461",697,
Gedling,Gedling,England,891.87938537384,206.87938537384,890,,35,4,,1.9,362,,205,,-5,-2.4,,230,,30,15.0,,664,229,
Gillingham and Rainham,Gillingham and Rainham,England,"1,152.27786005338",247.27786005338,"1,150",,-20,-2,,2.3,299,,245,,-15,-5.8,,310,,50,19.2,,815,333,
Glasgow Central,Glasgow Central,Scotland,"2,029.20298108429",399.20298108429,"2,025",,85,4,,4.2,75,,395,,15,3.9,,455,,80,21.3,,"1,393",637,
Glasgow East,Glasgow East,Scotland,"2,064.91222236213",459.91222236213,"2,060",,80,4,,4.9,36,,455,,-5,-1.1,,465,,60,14.8,,"1,333",729,
Glasgow North,Glasgow North,Scotland,"1,483.79976706310",303.79976706310,"1,480",,110,8,,3.8,103,,300,,40,15.4,,335,,60,21.8,,"1,005",478,
Glasgow North East,Glasgow North East,Scotland,"2,300.88125915228",510.88125915228,"2,295",,105,5,,5.9,16,,505,,20,4.1,,530,,55,11.6,,"1,514",783,
Glasgow North West,Glasgow North West,Scotland,"1,809.24879056287",369.24879056287,"1,805",,110,6,,4.2,73,,365,,25,7.4,,390,,50,14.7,,"1,118",686,
Glasgow South,Glasgow South,Scotland,"1,508.30818204264",318.30818204264,"1,505",,45,3,,3.3,147,,315,,15,5.0,,360,,60,20.0,,918,589,
Glasgow South West,Glasgow South West,Scotland,"2,055.01233408226",455.01233408226,"2,050",,15,1,,5.0,33,,450,,35,8.4,,460,,30,7.0,,"1,257",793,
Glenrothes,Glenrothes,Scotland,"1,588.82632641072",393.82632641072,"1,585",,90,6,,3.8,99,,390,,30,8.3,,345,,20,6.2,,"1,181",403,
Gloucester,Gloucester,England,"1,287.09188981860",267.09188981860,"1,285",,100,8,,2.1,334,,265,,25,10.4,,340,,60,21.4,,964,320,
Gordon,Gordon,Scotland,851.52991358177,141.52991358177,850,,210,33,,1.5,440,,140,,60,75.0,,275,,70,34.1,,676,170,
Gosport,Gosport,England,561.15347141074,151.15347141074,560,,-50,-8,,1.2,529,,150,,-5,-3.2,,145,,5,3.6,,375,182,
Gower,Gower,Wales,566.58844165819,161.58844165819,565,,-70,-11,,1.6,424,,160,,10,6.7,,130,,-35,-21.2,,311,251,
Grantham and Stamford,Grantham and Stamford,England,876.62920173606,231.62920173606,875,,5,1,,1.6,413,,230,,15,7.0,,245,,40,19.5,,565,309,
Gravesham,Gravesham,England,"1,252.40144923944",272.40144923944,"1,250",,15,1,,2.4,274,,270,,0,0.0,,335,,25,8.1,,870,378,
Great Grimsby,Great Grimsby,England,"2,380.63358129519",560.63358129519,"2,375",,-65,-3,,5.6,19,,555,,-30,-5.1,,560,,60,12.0,,"1,483",889,
Great Yarmouth,Great Yarmouth,England,"2,445.52487108978",480.52487108978,"2,440",,645,36,,5.5,21,,475,,15,3.3,,670,,275,69.6,,563,"1,884",
Greenwich and Woolwich,Greenwich and Woolwich,England,"1,872.81268399841",352.81268399841,"1,870",,-20,-1,,2.8,212,,350,,5,1.4,,455,,50,12.3,,"1,421",446,
Guildford,Guildford,England,410.71386668650,75.71386668650,410,,35,9,,0.7,622,,75,,20,36.4,,120,,0,0.0,,308,100,
Hackney North and Stoke Newington,Hackney North and Stoke Newington,England,"2,278.06577754286",288.06577754286,"2,275",,125,6,,3.1,178,,285,,20,7.5,,730,,155,27.0,,"1,912",362,
Hackney South and Shoreditch,Hackney South and Shoreditch,England,"2,383.27472623521",343.27472623521,"2,380",,-70,-3,,3.3,151,,340,,-35,-9.3,,695,,45,6.9,,"1,876",505,
Halesowen and Rowley Regis,Halesowen and Rowley Regis,England,"1,443.48248886064",303.48248886064,"1,440",,220,18,,3.5,127,,300,,50,20.0,,335,,45,15.5,,974,464,
Halifax,Halifax,England,"1,643.27577669914",413.27577669914,"1,640",,-35,-2,,3.3,150,,410,,5,1.2,,320,,-20,-5.9,,"1,027",618,
Haltemprice and Howden,Haltemprice and Howden,England,441.03392729792,111.03392729792,440,,-55,-11,,1.0,552,,110,,-10,-8.3,,125,,-10,-7.4,,302,142,
Halton,Halton,England,"1,708.71802058259",363.71802058259,"1,705",,95,6,,3.7,106,,360,,-75,-17.2,,355,,60,20.3,,302,"1,406",
Hammersmith,Hammersmith,England,"2,413.66144706308",303.66144706309,"2,410",,170,8,,3.7,111,,300,,-15,-4.8,,725,,140,23.9,,"1,184","1,223",
Hampstead and Kilburn,Hampstead and Kilburn,England,"1,707.21104990945",172.21104990945,"1,705",,-95,-5,,2.2,309,,170,,-35,-17.1,,565,,65,13.0,,"1,374",330,
Harborough,Harborough,England,420.83942697704,90.83942697704,420,,-40,-9,,0.8,597,,90,,0,0.0,,105,,-10,-8.7,,275,143,
Harlow,Harlow,England,997.01485544583,162.01485544583,995,,-10,-1,,2.0,347,,160,,-5,-3.0,,310,,35,12.7,,783,209,
Harrogate and Knaresborough,Harrogate and Knaresborough,England,701.36376537184,101.36376537184,700,,300,75,,1.4,477,,100,,25,33.3,,200,,80,66.7,,81,616,
Harrow East,Harrow East,England,746.40707448662,131.40707448662,745,,15,2,,1.4,467,,130,,15,13.0,,220,,25,12.8,,551,193,
Harrow West,Harrow West,England,931.68700585136,141.68700585136,930,,5,1,,1.7,403,,140,,-5,-3.4,,245,,40,19.5,,706,223,
Hartlepool,Hartlepool,England,"2,716.36762697110",711.36762697110,"2,710",,115,4,,6.4,11,,705,,80,12.8,,620,,75,13.8,,"1,773",937,
Harwich and North Essex,Harwich and North Essex,England,716.67879889727,191.67879889727,715,,-55,-7,,1.7,406,,190,,-30,-13.6,,185,,10,5.7,,492,222,
Hastings and Rye,Hastings and Rye,England,"1,523.02720557096",328.02720557096,"1,520",,-65,-4,,3.0,187,,325,,-45,-12.2,,405,,35,9.5,,"1,166",354,
Havant,Havant,England,856.96547299070,216.96547299070,855,,-70,-8,,2.0,352,,215,,-10,-4.4,,265,,15,6.0,,615,241,
Hayes and Harlington,Hayes and Harlington,England,"1,447.37346647195",277.37346647195,"1,445",,45,3,,2.4,282,,275,,35,14.6,,365,,60,19.7,,"1,198",249,
Hazel Grove,Hazel Grove,England,691.85320915578,166.85320915578,690,,-65,-9,,1.9,370,,165,,-35,-17.5,,175,,-15,-7.9,,312,378,
Hemel Hempstead,Hemel Hempstead,England,851.54393599971,171.54393599971,850,,20,2,,1.5,435,,170,,20,13.3,,230,,5,2.2,,577,271,
Hemsworth,Hemsworth,England,927.09365974490,237.09365974490,925,,-20,-2,,2.1,333,,235,,10,4.4,,200,,-10,-4.8,,644,276,
Hendon,Hendon,England,"1,392.09996886554",237.09996886554,"1,390",,-30,-2,,2.1,332,,235,,-25,-9.6,,365,,30,9.0,,987,404,
Henley,Henley,England,260.54090974784,35.54090974784,260,,45,21,,0.5,646,,35,,10,40.0,,95,,25,35.7,,172,90,
Hereford and South Herefordshire,Hereford and South Herefordshire,England,671.38424407026,146.38424407026,670,,160,31,,1.4,473,,145,,0,0.0,,190,,55,40.7,,387,288,
Hertford and Stortford,Hertford and Stortford,England,515.86259433260,105.86259433260,515,,5,1,,0.9,590,,105,,20,23.5,,130,,5,4.0,,368,149,
Hertsmere,Hertsmere,England,761.50295430001,126.50295430001,760,,20,3,,1.5,444,,125,,-5,-3.8,,230,,15,7.0,,538,226,
Hexham,Hexham,England,476.32039846591,106.32039846591,475,,40,9,,1.3,487,,105,,15,16.7,,150,,25,20.0,,337,138,
Heywood and Middleton,Heywood and Middleton,England,"1,578.13806426705",368.13806426705,"1,575",,45,3,,3.1,168,,365,,-10,-2.7,,320,,40,14.3,,650,921,
High Peak,High Peak,England,576.24528390558,136.24528390558,575,,-65,-10,,1.2,510,,135,,-30,-18.2,,155,,0,0.0,,383,195,
Hitchin and Harpenden,Hitchin and Harpenden,England,521.00373632217,76.00373632217,520,,30,6,,1.0,563,,75,,0,0.0,,165,,5,3.1,,394,124,
Holborn and St Pancras,Holborn and St Pancras,England,"1,832.53108077717",312.53108077717,"1,830",,110,6,,2.5,250,,310,,30,10.7,,580,,105,22.1,,"1,351",481,
Hornchurch and Upminster,Hornchurch and Upminster,England,"1,036.99029818812",226.99029818812,"1,035",,110,12,,2.0,350,,225,,40,21.6,,270,,45,20.0,,776,262,
Hornsey and Wood Green,Hornsey and Wood Green,England,"1,697.24147275284",282.24147275284,"1,695",,115,7,,2.2,305,,280,,40,16.7,,495,,115,30.3,,"1,268",426,
Horsham,Horsham,England,445.80863258109,75.80863258109,445,,85,24,,0.8,604,,75,,15,25.0,,145,,30,26.1,,333,112,
Houghton and Sunderland South,Houghton and Sunderland South,England,"1,578.81866669012",408.81866669013,"1,575",,215,16,,3.8,101,,405,,95,30.6,,375,,80,27.1,,"1,051",525,
Hove,Hove,England,"1,026.82169031389",186.82169031389,"1,025",,-15,-1,,1.8,376,,185,,10,5.7,,280,,35,14.3,,723,302,
Huddersfield,Huddersfield,England,"1,668.50894948663",353.50894948663,"1,665",,-50,-3,,3.5,124,,350,,-35,-9.1,,390,,45,13.0,,"1,289",374,
Huntingdon,Huntingdon,England,465.75919676482,105.75919676482,465,,40,9,,0.8,611,,105,,35,50.0,,115,,-15,-11.5,,311,150,
Hyndburn,Hyndburn,England,"1,313.10505754700",358.10505754700,"1,310",,85,7,,3.1,171,,355,,25,7.6,,270,,20,8.0,,579,728,
Ilford North,Ilford North,England,936.73322825800,191.73322825800,935,,45,5,,1.7,390,,190,,30,18.8,,240,,5,2.1,,658,278,
Ilford South,Ilford South,England,"1,552.38393578009",292.38393578010,"1,550",,20,1,,2.4,278,,290,,15,5.5,,355,,-15,-4.1,,"1,118",429,
Inverclyde,Inverclyde,Scotland,"1,213.31988507157",238.31988507157,"1,210",,-80,-6,,3.3,145,,235,,-25,-9.6,,300,,-20,-6.3,,753,455,
"Inverness, Nairn, Badenoch and Strathspey","Inverness, Nairn, Badenoch and Strathspey",Scotland,"1,142.11581919853",202.11581919853,"1,140",,285,33,,2.1,329,,200,,25,14.3,,315,,125,65.8,,198,945,
Ipswich,Ipswich,England,"1,462.51678736136",232.51678736136,"1,460",,60,4,,2.5,252,,230,,-15,-6.1,,405,,65,19.1,,"1,113",345,
Isle of Wight,Isle of Wight,England,"1,607.67300451281",382.67300451281,"1,605",,-95,-6,,2.7,229,,380,,10,2.7,,435,,0,0.0,,"1,112",494,
Islington North,Islington North,England,"2,028.13878808863",323.13878808863,"2,025",,175,9,,3.1,167,,320,,20,6.7,,590,,115,24.2,,"1,537",490,
Islington South and Finsbury,Islington South and Finsbury,England,"1,607.46384559297",267.46384559297,"1,605",,165,11,,2.5,261,,265,,5,1.9,,475,,150,46.2,,"1,180",425,
Islwyn,Islwyn,Wales,"1,168.29333905459",338.29333905460,"1,165",,-115,-9,,3.3,148,,335,,-30,-8.2,,240,,-10,-4.0,,769,395,
