date,geography,geography code,All categories,Agriculture,Mining and quarrying,Manufacturing,Manufacturing: Food,Manufacturing: Textiles,Manufacturing: Wood,Manufacturing: Chemicals,Manufacturing: Low tech,Manufacturing: High tech,Manufacturing: Other,Electricity and Gas,Water supply and Sewerage,Construction,Wholesale and retail trade,Transport and storage,Accommodation and food service activities,Information and communication,Financial and insurance activities,Real estate activities,Professional and scientific activities,Administrative and support service activities,Public administration and defence,Education,Human health and social work,Arts and Entertainment,Activities of households as employers,Activities of extraterritorial organisations and bodies
2011,Sevenoaks,E14000918,45531,293,83,2489,242,95,130,292,325,522,883,181,257,4182,6722,1949,1729,2197,4063,917,4619,2242,2403,4605,4246,2230,109,15
2011,Sittingbourne and Sheppey,E14000927,49602,527,31,5478,395,107,586,940,1431,915,1104,259,584,5457,8400,3223,2216,1067,1758,717,2240,2482,3816,4205,5175,1923,31,13
2011,Slough,E14000930,63920,95,49,5194,944,86,73,1157,470,1237,1227,341,436,3892,10605,7725,4383,4578,1677,526,3209,5097,2290,4590,6692,2436,88,17
2011,South Thanet,E14000948,40448,482,19,3119,274,66,73,877,380,676,773,250,241,3576,6447,2046,2335,802,1114,549,2434,1870,2081,5106,5991,1946,32,8
2011,South West Surrey,E14000953,50731,266,122,2630,194,86,50,412,350,835,703,176,196,3617,6983,1621,2219,3971,2816,855,6096,2700,2333,5950,5170,2812,171,27
2011,"Southampton, Itchen",E14000955,50328,59,39,4709,427,99,47,376,469,1883,1408,382,375,4626,9433,3601,3019,1436,2316,610,2422,2475,2210,4504,5818,2262,17,15
2011,"Southampton, Test",E14000956,51031,160,37,4049,713,82,54,436,388,1095,1281,298,308,3510,8471,3307,3453,1525,1994,541,3144,2827,1990,5551,7716,2097,41,12
2011,Spelthorne,E14000959,50161,52,181,2661,264,73,42,391,384,763,744,383,351,3730,7347,7520,2193,3414,1806,718,3167,2924,2843,3967,4291,2511,77,25
2011,Surrey Heath,E14000983,55602,101,138,3785,224,83,37,580,435,1398,1028,235,368,4161,8259,3230,2372,4572,2370,808,4593,3173,3763,4797,5963,2789,93,32
2011,Tonbridge and Malling,E14000997,48271,460,54,2948,263,73,150,367,335,697,1063,155,345,4286,7043,2106,2008,2073,4094,808,4328,2525,2413,5262,4860,2362,119,22
2011,Tunbridge Wells,E14001004,52846,556,59,2581,323,107,96,324,255,514,962,179,240,4054,8322,1862,2449,2789,5124,839,5049,2640,1973,5129,6352,2513,113,23
2011,Wantage,E14001015,56344,680,78,4111,261,102,61,631,519,1375,1162,525,582,4408,8216,2155,2159,3373,1284,783,6473,2676,4540,5936,5499,2751,84,31
2011,Wealden,E14001023,49231,747,37,3058,189,145,124,313,481,817,989,161,303,4912,7694,1770,2327,1843,2794,780,4057,2450,2151,4919,6270,2804,139,15
2011,Winchester,E14001041,47083,432,46,2663,307,90,58,310,339,897,662,154,256,2953,6435,1532,2450,3263,1899,712,4350,1964,3527,5958,6172,2229,78,10
2011,Windsor,E14001042,53486,123,167,3675,543,85,43,667,332,1058,947,423,274,2969,7100,4227,2716,5502,1780,920,5042,2986,3009,5339,4147,2869,186,32
2011,Witney,E14001046,56515,750,89,5130,391,147,209,506,548,1540,1789,199,369,4565,8493,1825,2559,2970,1263,893,4497,2308,5186,6644,5689,2960,114,12
2011,Woking,E14001047,54900,102,203,3218,304,69,49,370,386,1216,824,186,290,3501,7929,2884,2198,4408,3111,733,5816,3081,3694,4478,5646,3252,126,44
2011,Wokingham,E14001048,54163,185,180,3646,281,56,39,499,507,1291,973,431,425,3445,7680,1901,1776,6898,2280,663,5341,2545,3358,6098,4710,2512,67,22
2011,Worthing West,E14001055,42748,202,26,3528,217,87,59,768,442,1062,893,430,616,3107,6848,1816,1889,1560,2337,685,2450,2099,2683,3459,6837,2116,55,5
2011,Wycombe,E14001056,54251,129,46,4864,424,98,104,719,561,1256,1702,143,587,3742,9905,2769,2628,3947,1607,782,4368,2846,2403,5273,5410,2682,91,29
2011,Bath,E14000547,41828,84,34,1833,156,62,57,167,245,625,521,149,340,2158,5880,1091,3622,2728,1243,614,3740,1470,2772,6218,5527,2262,46,17
2011,Bournemouth East,E14000584,50623,77,43,3475,388,88,41,335,475,1382,766,117,205,3680,8214,2140,3851,1852,4467,947,2587,2230,1958,4659,7435,2640,36,10
2011,Bournemouth West,E14000585,46716,70,37,3536,338,85,59,287,578,1484,705,119,282,3597,8541,1994,3933,1542,3858,772,2282,2100,1721,3909,5939,2452,28,4
2011,Bridgwater and West Somerset,E14000595,50071,1554,49,5184,1475,263,333,769,625,756,963,881,609,4376,9348,2030,4047,815,809,547,2163,2249,2519,4602,5957,2251,73,8
2011,Bristol East,E14000599,47466,44,26,3471,414,93,136,263,502,1278,785,189,381,4000,8049,2486,2459,1836,2978,565,2753,2479,2949,4148,6689,1925,35,4
2011,Bristol North West,E14000600,46194,34,28,3342,457,69,78,224,438,1525,551,196,314,2661,7133,2445,2324,2067,2419,623,3574,2358,2417,5021,7289,1882,64,3
2011,Bristol South,E14000601,52477,62,31,3714,558,121,133,260,556,1249,837,203,520,4944,8245,2519,2788,2531,3401,569,3659,3006,2679,5002,6279,2281,40,4
2011,Bristol West,E14000602,63858,68,57,3082,337,108,57,193,327,1488,572,220,194,2259,7037,1627,4737,4653,3860,934,7637,3150,3382,8630,9067,3211,38,15
2011,Camborne and Redruth,E14000616,38266,806,130,3447,806,174,128,245,406,871,817,193,402,3552,6729,1371,2729,563,536,493,1777,1788,2163,3752,5965,1823,35,12
2011,Central Devon,E14000623,43866,2446,122,3459,886,225,130,247,527,629,815,255,380,3820,6663,1668,2776,1101,873,682,2914,1764,2380,4581,5714,2175,77,16
2011,Cheltenham,E14000630,53671,115,94,4974,354,90,127,366,802,2211,1024,447,198,3120,8042,1268,3394,2703,2956,642,3834,2550,4523,5975,6438,2301,35,62
2011,Chippenham,E14000635,48359,454,29,5348,457,63,117,1211,607,1441,1452,232,411,3445,7652,1889,2445,2576,1261,801,3011,2130,4343,5049,5134,2073,65,11
2011,Christchurch,E14000638,35125,171,26,2995,160,68,44,265,536,1262,660,105,218,3319,6234,1463,2011,1198,1958,713,2056,1460,1705,3168,4542,1746,30,7
2011,Devizes,E14000665,50994,1104,55,3889,495,84,161,405,626,1084,1034,178,339,3604,6368,1434,2312,1860,1255,739,3127,2193,10968,4387,4738,2279,143,22
2011,East Devon,E14000678,43292,681,56,2062,195,126,77,123,314,597,630,470,405,3504,6791,1739,3132,1118,1200,679,2802,1790,4054,4280,6176,2283,53,17
2011,Exeter,E14000698,51020,180,42,2458,256,110,80,177,371,750,714,729,545,3503,8667,2436,3714,1522,1214,752,3261,2273,3261,6191,7768,2466,25,13
2011,Filton and Bradley Stoke,E14000702,48752,108,48,4681,346,106,76,269,470,2710,704,268,256,3568,7754,2511,2145,2464,3466,514,2916,2144,4042,4116,5899,1810,32,10
2011,Forest of Dean,E14000705,41202,1094,74,5483,898,90,467,593,1058,1412,965,272,381,3893,6283,1620,1827,1140,1263,548,2184,1839,2466,3846,5070,1873,42,4
2011,Gloucester,E14000712,56385,134,65,6365,819,179,83,569,982,2244,1489,777,390,4417,9814,2702,2731,1603,3118,599,2353,2578,3869,4397,8325,2120,23,5
2011,Kingswood,E14000774,45362,71,28,4153,417,138,184,306,635,1627,846,248,392,4564,7853,1983,1548,1656,3105,558,2484,2050,3319,3673,5950,1683,40,4
2011,Mid Dorset and North Poole,E14000815,39716,217,82,4489,235,102,57,367,883,2001,844,184,368,3447,6396,1422,1842,1184,2151,648,2246,1549,2439,4076,4849,2072,46,9
2011,Newton Abbot,E14000835,40058,423,187,2674,277,126,70,294,431,794,682,272,355,3794,7389,1669,2636,819,856,648,2285,1659,2469,3789,6185,1899,44,6
2011,North Cornwall,E14000837,40258,2180,187,3867,1449,142,221,199,450,473,933,177,304,3980,7165,1339,4030,573,554,476,1856,1684,1735,3479,4541,2059,63,9
2011,North Devon,E14000838,44754,1939,50,4863,240,206,267,933,740,1317,1160,160,316,3813,7669,1290,4375,644,623,585,1935,1983,2510,4032,5850,2063,46,8
2011,North Dorset,E14000839,46900,1659,59,4725,709,127,84,331,753,1515,1206,132,330,4470,7174,1545,1896,1207,1430,846,2602,1971,4008,5241,4930,2548,112,15
2011,North East Somerset,E14000846,43030,474,78,4191,477,321,370,346,510,831,1336,185,452,4052,6596,1593,1998,1671,1625,656,2887,1845,2783,4565,5401,1905,63,10
2011,North Somerset,E14000850,49299,374,91,3952,532,102,141,299,641,1404,833,251,449,3776,7529,2129,1913,2280,3195,807,3979,2354,3307,4778,5795,2287,43,10
2011,North Swindon,E14000851,56168,126,46,6863,174,104,66,865,611,3799,1244,465,713,4459,10515,3585,2477,2614,3986,510,2804,3143,2743,4090,4744,2232,47,6
2011,North Wiltshire,E14000860,45473,1004,73,4199,282,99,105,482,531,1698,1002,324,385,3282,6275,1787,2208,2372,1819,677,3309,2108,5168,4366,4069,1925,109,14
2011,"Plymouth, Moor View",E14000879,39904,54,51,4499,411,72,33,262,526,1905,1290,307,261,3230,6771,2399,2065,733,644,446,1099,1872,4303,3487,6001,1645,29,8
2011,"Plymouth, Sutton and Devonport",E14000880,51134,96,55,4409,613,91,46,233,469,1739,1218,352,250,3460,7790,2600,4067,1398,1020,756,2278,2215,5145,5591,7110,2511,20,11
2011,Poole,E14000881,46271,91,73,5134,581,132,39,500,883,2108,891,154,350,3962,7546,1886,2403,1413,2973,884,2354,2118,2458,3652,6517,2254,44,5
2011,Salisbury,E14000912,46523,619,27,3037,395,166,59,402,412,885,718,87,202,3463,7142,1608,2277,1508,2222,574,4042,1900,4555,4265,6756,2128,86,25
2011,Somerton and Frome,E14000932,50648,1784,292,5770,1314,338,179,367,695,1554,1323,126,351,4470,8066,1888,2900,1583,868,658,3055,2065,2734,5674,5581,2633,124,26
2011,South Dorset,E14000936,42597,506,198,3450,274,72,48,107,795,1349,805,124,357,3448,6209,1580,3945,840,679,662,1898,1654,5125,3809,5740,2312,52,9
2011,South East Cornwall,E14000938,41282,1359,118,3589,789,63,173,245,347,948,1024,159,326,3696,6779,1784,2940,734,646,594,1762,1699,3397,4390,5344,1915,41,10
2011,South Swindon,E14000947,53331,146,33,5497,179,93,70,815,449,2845,1046,496,537,3658,9272,3534,2867,2743,4245,519,3044,3236,2258,3917,5128,2142,44,15
2011,South West Devon,E14000950,43646,521,155,4058,292,116,125,309,479,1632,1105,315,218,3374,6704,1976,1767,1053,1026,684,2273,1491,4893,4973,6231,1887,38,9
2011,South West Wiltshire,E14000954,47867,924,61,5220,883,141,146,984,456,858,1752,130,348,3480,8126,1794,3024,1920,1044,610,2602,2347,4689,4285,4901,2252,99,11
2011,St Austell and Newquay,E14000961,45321,827,904,3592,1041,118,68,431,440,454,1040,130,391,4373,7779,1874,5010,608,688,595,1783,2159,2669,3956,5492,2444,42,5
2011,St Ives,E14000964,38880,1458,111,2091,480,97,55,94,260,455,650,108,208,3210,6096,1529,4345,767,552,611,1936,1623,3322,3787,4794,2284,39,9
2011,Stroud,E14000980,51188,651,124,6493,615,300,135,460,1127,2401,1455,793,551,4439,7249,1621,2334,2034,1684,640,3695,2162,2583,5389,6348,2327,56,15
2011,Taunton Deane,E14000988,54244,947,37,4046,760,208,145,492,504,722,1215,367,515,4012,9313,1770,2556,1224,1233,636,3232,2264,4762,5401,9520,2351,43,15
2011,Tewkesbury,E14000990,49911,529,64,6153,436,105,141,598,1029,2609,1235,438,319,3585,7407,1632,2487,1767,2619,617,3075,2203,4419,4765,5660,2096,39,37
2011,The Cotswolds,E14000991,47683,1433,155,4179,300,133,121,254,753,1483,1135,368,314,3799,7377,1444,3291,2106,1662,894,4126,2203,2201,4746,4548,2605,195,37
2011,Thornbury and Yate,E14000994,42417,580,149,4502,370,124,135,368,607,2090,808,396,335,3665,6689,2148,1898,1699,2182,560,2476,1778,3022,3672,4935,1676,45,10
2011,Tiverton and Honiton,E14000996,46130,2421,58,4734,766,841,244,345,660,932,946,304,375,4136,8072,2138,2528,932,888,586,2779,1853,2193,4068,5769,2209,79,8
2011,Torbay,E14000999,43277,155,45,2731,318,90,42,512,396,793,580,203,294,3865,7628,1655,4641,727,909,764,1778,1715,2370,3698,7683,2371,33,12
2011,Torridge and West Devon,E14001000,44794,2881,90,4582,699,120,157,541,729,1193,1143,146,330,4121,7045,1534,3051,795,620,635,2254,1665,2268,4458,6212,2031,65,11
2011,Totnes,E14001001,36416,1122,60,2464,308,148,75,273,307,705,648,116,238,3389,5914,1250,3414,837,555,662,2105,1609,1829,3813,4985,1986,56,12
2011,Truro and Falmouth,E14001003,41831,796,153,2733,399,93,77,162,250,803,949,107,242,3241,6712,1380,3635,1006,765,721,2466,1760,2310,4517,7040,2188,46,13
2011,Wells,E14001026,49159,1081,234,4772,1083,531,201,388,630,775,1164,164,450,4350,9056,1965,3272,1527,1120,644,2788,1888,2241,5338,5812,2389,57,11
2011,West Dorset,E14001031,43850,1786,66,3869,646,299,79,153,554,1254,884,93,317,3675,6543,1187,3031,940,680,753,2458,1799,3478,4466,6423,2172,98,16
2011,Weston-Super-Mare,E14001038,48264,516,73,4046,740,108,202,311,582,1232,871,181,600,3809,9174,2557,2944,1305,1890,755,2464,1986,2819,3885,7088,2137,30,5
2011,Yeovil,E14001060,52633,1054,34,9352,1438,404,95,340,1103,4963,1009,143,288,4154,9285,1793,2506,1078,728,642,2257,2072,4216,4144,6613,2195,55,24
2011,Ynys Mon,W07000041,30431,932,62,2335,692,49,28,283,380,382,521,896,278,2687,4380,1597,2086,467,336,333,1091,978,2754,3401,4553,1249,10,6
2011,Delyn,W07000042,32954,385,102,5946,645,94,445,865,814,1836,1247,240,359,2688,4845,1374,1848,560,960,318,1546,1364,2041,3169,3871,1323,12,3
2011,Alyn and Deeside,W07000043,41095,300,75,8067,1116,148,509,846,1061,2995,1392,256,416,2987,7208,1641,2001,864,1989,351,1822,1894,2194,3205,4335,1477,7,6
2011,Wrexham,W07000044,33416,230,25,6276,1328,141,314,777,678,1924,1114,250,279,2047,5217,1410,1668,629,1069,279,1367,1537,2078,2919,4839,1282,14,1
2011,Llanelli,W07000045,34479,386,78,3679,629,64,69,210,1063,1205,439,177,320,2803,6089,1413,1792,493,801,387,1092,1267,3301,3480,5523,1385,9,4
2011,Gower,W07000046,35292,303,67,2858,195,59,85,322,1005,606,586,157,235,2628,5424,1142,1838,996,1136,458,1725,1302,3595,4385,5467,1557,13,6
2011,Swansea West,W07000047,32159,58,36,1704,171,33,49,184,552,333,382,109,229,1992,5205,1162,2982,1106,1067,510,1488,1250,2560,4180,4805,1692,15,9
2011,Swansea East,W07000048,35342,40,39,2827,241,53,86,409,969,530,539,138,321,2740,6857,1854,2053,943,1336,402,1056,1590,3581,2773,5349,1426,12,5
2011,Aberavon,W07000049,27534,81,84,4774,127,79,141,282,2829,784,532,143,294,2346,4150,1167,1419,501,864,293,815,1187,2376,2079,3802,1144,11,4
2011,Cardiff Central,W07000050,38703,29,17,1820,340,51,20,159,307,374,569,431,170,1700,6299,967,4306,1519,2048,614,2618,1561,2625,4743,4940,2269,15,12
2011,Cardiff North,W07000051,42371,37,15,2380,399,50,41,249,405,421,815,454,229,2591,5532,1105,1984,1608,2313,600,2861,1433,4296,5605,7389,1910,19,10
2011,Rhondda,W07000052,27175,41,65,3982,176,111,104,853,493,875,1370,203,303,3117,3772,1185,1280,302,659,295,683,1052,2081,2440,4581,1127,3,4
2011,Torfaen,W07000053,35910,102,29,5286,819,128,105,385,982,1999,868,257,336,3180,5756,1514,1663,632,1010,765,1100,1457,3398,3128,4880,1391,22,4
2011,Monmouth,W07000054,38584,1176,35,3499,465,87,184,249,777,992,745,195,271,3054,5884,1197,2136,1172,1200,644,2462,1448,2982,4125,5311,1752,34,7
2011,Newport East,W07000055,34598,148,19,4092,606,66,128,237,1457,866,732,290,343,2405,6709,1708,2379,997,1558,472,1323,1617,2334,2602,4292,1288,19,3
2011,Newport West,W07000056,38394,112,29,3869,583,49,123,260,1078,992,784,300,331,2616,6112,1648,2311,1150,2012,622,1830,1615,3327,3450,5605,1446,9,0
2011,Arfon,W07000057,26517,403,137,1388,246,39,76,177,190,177,483,292,256,2280,3822,895,2220,687,273,308,971,837,2132,3998,4209,1393,12,4
2011,Aberconwy,W07000058,25443,436,68,1126,139,69,32,125,166,277,318,159,172,2079,4280,921,3063,466,442,410,1270,927,1710,2617,3996,1286,10,5
2011,Clwyd West,W07000059,32187,1069,76,1970,233,62,99,198,353,550,475,171,259,2726,5083,1169,2362,649,600,426,1480,1189,2358,3518,5478,1580,15,9
2011,Vale of Clwyd,W07000060,30060,340,53,2581,261,74,84,237,395,823,707,188,218,2506,4656,1193,2071,488,589,438,1123,1119,2054,2717,6218,1489,14,5
2011,Dwyfor Meirionnydd,W07000061,27444,1465,113,1762,530,84,57,230,182,279,400,289,328,2905,3990,938,3080,376,339,315,1006,1045,1333,2820,3713,1605,12,10
2011,Clwyd South,W07000062,33757,757,46,5880,1082,127,582,642,715,1634,1098,311,326,2608,4852,1473,1738,594,758,299,1244,1416,1936,3102,4951,1439,25,2
2011,Montgomeryshire,W07000063,31244,2729,66,3577,565,244,205,292,648,834,789,123,270,2933,5328,1213,1814,570,402,375,1435,982,1404,2894,3762,1329,34,4
2011,Ceredigion,W07000064,32446,2316,56,1695,629,64,87,142,158,131,484,135,229,2761,4795,996,2690,550,379,370,1440,968,1831,4998,4315,1904,11,7
2011,Preseli Pembrokeshire,W07000065,34598,1913,162,2427,261,115,66,874,395,297,419,246,267,3698,5559,1447,2475,437,443,383,1378,1190,2775,3224,4846,1709,13,6
2011,Carmarthen West and South Pembrokeshire,W07000066,34321,1635,111,2433,384,50,28,884,479,263,345,231,230,3394,5420,1279,3269,477,439,401,1453,1212,2523,3247,4891,1647,24,5
2011,Carmarthen East and Dinefwr,W07000067,31499,1939,115,2598,602,112,84,250,635,434,481,125,263,3133,4856,1151,1470,616,569,351,1227,936,2722,3533,4553,1316,22,4
2011,Brecon and Radnorshire,W07000068,32409,2788,199,2237,284,104,223,198,483,495,450,148,305,3009,4265,990,2274,562,509,378,1390,1318,2901,2977,4504,1612,38,5
2011,Neath,W07000069,31446,126,336,3760,140,75,133,331,1681,805,595,189,295,2742,4502,1268,1364,573,961,413,1057,1191,3392,3019,4870,1372,10,6
2011,Cynon Valley,W07000070,28099,62,203,3611,464,81,53,457,422,1017,1117,224,366,3174,4222,1086,1381,477,768,343,855,1212,2017,2725,4223,1136,9,5
2011,Merthyr Tydfil and Rhymney,W07000071,31251,57,120,4683,1138,84,90,491,580,994,1306,186,414,2944,4879,1175,1492,647,625,357,866,1457,2557,2506,5107,1166,10,3
2011,Blaenau Gwent,W07000072,28291,84,76,5675,942,259,135,726,900,1834,879,165,421,2243,4290,1090,1301,294,470,325,567,1106,1992,2231,4904,1038,17,2
2011,Bridgend,W07000073,35686,127,91,4164,138,103,98,453,1079,1225,1068,243,394,2741,5783,1280,2128,898,1225,391,1493,1370,3435,3379,4992,1531,12,9
2011,Ogmore,W07000074,32873,147,88,5067,220,174,274,577,1039,1406,1377,197,381,3062,5162,1371,1625,589,950,322,923,1437,2549,2732,4960,1296,13,2
2011,Pontypridd,W07000075,36753,96,46,3829,289,96,71,557,455,963,1398,375,350,3361,5804,1314,1936,801,1279,392,1514,1450,2994,4230,5405,1562,8,7
2011,Caerphilly,W07000076,38045,97,70,5044,637,113,197,716,849,995,1537,351,492,3242,5725,1436,1745,800,1583,377,1672,1849,3610,3761,4726,1453,5,7
2011,Islwyn,W07000077,33291,83,44,6254,1120,284,271,773,951,1574,1281,271,433,2764,5061,1295,1383,596,1031,407,1105,1344,3082,2889,4007,1228,7,7
2011,Vale of Glamorgan,W07000078,45110,375,62,3387,191,69,103,687,609,574,1154,540,235,3506,6788,2250,2413,1063,1802,603,2449,2000,4672,4540,6339,2050,27,9
2011,Cardiff West,W07000079,42173,35,20,2185,326,61,37,242,416,411,692,429,317,2670,6216,1710,2548,1917,1974,635,2742,1815,3121,5284,5919,2607,16,13
2011,Cardiff South and Penarth,W07000080,50235,58,41,3024,419,78,25,332,728,604,838,819,467,3231,7777,2198,3319,1938,2862,678,3077,2444,3541,5239,6796,2700,17,9
2011,Aberdeen North,S14000001,51100,118,3378,3431,579,82,266,610,514,640,740,121,282,3125,8340,3036,4573,1147,597,357,4105,3014,1898,3980,7418,2158,20,2
2011,Aberdeen South,S14000002,51771,126,5772,3439,619,61,90,818,577,584,690,152,216,2865,7073,2475,3357,1368,871,495,6786,2336,2033,4423,6067,1897,18,2
2011,Airdrie and Shotts,S14000003,39177,160,180,4143,1177,91,95,419,592,986,783,336,342,4295,6551,2605,1522,1049,1653,292,1128,2227,2736,2475,5979,1497,5,2
2011,Angus,S14000004,40241,1890,1100,4750,973,616,250,715,598,877,721,146,337,3804,6007,1620,2254,515,569,416,1725,1388,2576,2969,6275,1866,25,9
2011,Argyll and Bute,S14000005,41795,2047,308,2052,688,132,45,115,190,500,382,313,321,3586,4964,2369,4037,771,653,651,1692,1856,4804,3286,6154,1896,31,4
2011,"Ayr, Carrick and Cumnock",S14000006,40302,1195,581,3615,817,183,157,246,338,1044,830,212,308,3156,6359,2229,2889,552,797,400,1259,1450,2605,3016,7621,2031,25,2
2011,Banff and Buchan,S14000007,46265,2945,2641,6780,2994,182,96,363,632,1512,1001,406,395,4255,6844,2413,2357,484,447,305,2388,1530,1817,3198,5468,1579,11,2
2011,"Berwickshire, Roxburgh and Selkirk",S14000008,45227,2964,95,5013,834,1431,224,641,541,670,672,381,339,3965,6894,1584,2437,715,916,768,1870,1706,2696,3397,7220,2183,80,4
2011,"Caithness, Sutherland and Easter Ross",S14000009,28922,1477,542,2172,502,55,101,276,567,270,401,283,821,3110,3994,1274,2022,790,310,359,1449,1201,1826,2166,3925,1183,16,2
2011,Central Ayrshire,S14000010,39399,444,235,4074,455,146,245,579,533,1224,892,295,298,3054,6568,2241,2528,765,1144,380,1442,1562,2839,2814,6800,1902,11,3
2011,"Coatbridge, Chryston and Bellshill",S14000011,45285,88,122,4351,1489,144,110,384,566,789,869,614,374,4595,7602,3034,2111,1247,2309,455,1504,2414,3166,3144,6217,1931,4,3
2011,"Cumbernauld, Kilsyth and Kirkintilloch East",S14000012,41814,112,115,3594,655,159,92,374,494,808,1012,461,339,4089,6815,2516,2020,1078,2101,436,1482,1937,3654,3206,5990,1860,7,2
2011,Dumfries and Galloway,S14000013,44705,3423,138,3438,1087,175,304,615,284,376,597,238,434,3802,7173,2391,3122,561,602,527,1419,1554,2781,3336,7701,2036,27,2
2011,"Dumfriesshire, Clydesdale and Tweeddale",S14000014,40711,2898,336,4012,1276,489,351,381,427,429,659,326,402,3560,5904,1911,2654,632,1064,521,1796,1319,2394,3122,6070,1750,35,5
2011,Dundee East,S14000015,39904,298,380,3074,360,214,71,744,322,686,677,189,331,2953,6630,1475,2288,1319,991,438,1646,1330,3372,4229,7040,1909,11,1
2011,Dundee West,S14000016,38070,215,153,2741,439,205,63,509,246,609,670,156,301,2634,6515,1335,2751,1327,814,415,1411,1378,2523,3872,7509,2011,7,2
2011,Dunfermline and West Fife,S14000017,48467,270,342,4366,374,116,125,464,485,1948,854,418,368,3819,6728,2198,2487,2159,4279,436,2260,2328,3794,3567,6510,2115,17,6
2011,East Dunbartonshire,S14000018,39108,84,97,2334,409,75,76,211,235,672,656,310,174,2944,5233,1615,1600,1541,2519,714,2761,1165,2873,5137,6166,1828,11,2
2011,"East Kilbride, Strathaven and Lesmahagow",S14000019,49648,402,178,4844,733,148,201,526,519,1422,1295,577,378,4229,8234,2486,2213,1363,2221,532,2100,2148,4843,3760,6885,2240,11,4
2011,East Lothian,S14000020,48205,1000,142,2695,591,88,91,143,442,619,721,817,357,4055,6783,2059,2538,1016,3576,618,3008,1800,3580,3874,7305,2935,45,2
2011,East Renfrewshire,S14000021,42513,139,100,2672,409,131,55,289,249,866,673,454,203,2788,6614,1715,2033,1501,2467,767,3003,1450,3234,4983,6452,1923,10,5
2011,Edinburgh East,S14000022,44462,78,96,1378,290,60,38,110,135,337,408,240,209,2220,5770,1880,4603,1616,3762,594,3212,2066,3002,4473,6364,2849,32,18
2011,Edinburgh North and Leith,S14000023,59882,156,205,2118,479,91,40,169,209,613,517,403,274,2198,6355,1704,5683,2945,6823,957,6363,2811,3664,5578,7882,3678,45,40
2011,Edinburgh South,S14000024,40063,78,106,1235,232,38,25,169,83,367,321,160,216,1854,4264,1218,2801,1488,3946,521,3970,1349,2436,5669,6376,2325,35,16
2011,Edinburgh South West,S14000025,49034,110,85,1783,443,65,43,194,129,477,432,216,260,2394,6125,2053,3720,1869,5732,651,3728,2340,3614,5168,6526,2615,26,19
2011,Edinburgh West,S14000026,43471,143,112,2029,428,63,59,175,157,687,460,311,213,2524,5287,2083,2560,1567,5865,613,3218,1831,3348,3823,5733,2171,25,15
2011,Falkirk,S14000028,53685,256,344,5922,784,120,273,1662,928,1234,921,564,613,4859,8921,2726,2478,1146,2824,423,1803,2591,4539,3606,7808,2242,16,4
2011,Glasgow Central,S14000029,40505,45,95,1899,503,100,45,180,176,480,415,297,197,1945,6143,1644,4750,2219,2668,499,2795,2193,2008,3412,5155,2523,7,11
2011,Glasgow East,S14000030,35945,36,67,2861,1121,175,81,203,290,447,544,243,312,3883,6246,2345,2227,773,1601,594,1074,2183,2125,2449,5276,1628,7,15
2011,Glasgow North,S14000031,34248,41,67,1360,318,67,46,93,130,363,343,204,152,1422,4229,1134,3260,1869,1680,523,2713,1354,1783,4532,5718,2192,10,5
2011,Glasgow North East,S14000032,33957,31,50,1906,626,100,50,149,186,334,461,172,298,2654,5559,2098,2841,960,1483,540,1217,2280,1873,2449,5794,1738,7,7
2011,Glasgow North West,S14000033,37748,35,71,2121,502,73,64,150,199,679,454,246,193,2437,4841,1714,2412,1461,1871,578,2275,1834,2285,4104,7319,1937,10,4
2011,Glasgow South,S14000034,42212,35,99,2093,355,112,70,176,219,577,584,537,237,2837,6079,1939,2471,1849,2593,701,2709,1914,2780,4389,6760,2168,14,8
2011,Glasgow South West,S14000035,35516,17,58,2517,399,113,80,205,265,868,587,224,249,2854,6342,1991,2392,941,1517,553,1165,2038,2118,2377,6447,1711,4,1
2011,Glenrothes,S14000036,39782,484,373,6121,1332,136,846,602,860,1602,743,233,330,3522,6364,1683,1958,847,853,372,1098,1589,3063,2545,6289,2041,13,4
2011,Gordon,S14000037,56234,1475,4541,4735,736,77,330,659,819,1074,1040,236,302,4780,8487,3280,2552,1134,811,537,5239,2200,2657,4740,6429,2083,14,2
2011,Inverclyde,S14000038,35441,99,140,3616,397,138,90,294,196,1929,572,215,241,1886,5155,2002,1654,1754,1868,467,1227,1742,2345,2725,6652,1652,1,0
2011,"Inverness, Nairn, Badenoch and Strathspey",S14000039,52510,1036,524,2947,703,82,291,671,311,180,709,358,400,4594,8590,2724,4780,1370,805,701,2273,2148,3894,3677,8884,2761,40,4
2011,Kilmarnock and Loudoun,S14000040,44308,742,375,4924,1169,395,148,343,433,1396,1040,332,347,4175,6991,2045,2139,825,1389,365,1660,2149,3164,3012,7683,1973,18,0
2011,Kirkcaldy and Cowdenbeath,S14000041,43538,225,309,4654,877,223,248,467,593,1463,783,283,310,3901,6810,1950,2079,1344,2314,401,1614,1855,3124,3189,7002,2161,9,4
2011,Lanark and Hamilton East,S14000042,46172,483,243,4009,869,153,105,351,601,1018,912,592,379,4443,7270,2615,2001,1079,2147,502,2114,1910,3516,3577,7157,2109,23,3
2011,Linlithgow and East Falkirk,S14000043,54488,341,279,6565,1831,173,321,1286,655,1271,1028,386,547,4708,8978,3073,2314,1895,3436,502,2289,2611,4314,3562,6370,2300,13,5
