date,geography,geography code,All categories,Agriculture,Mining and quarrying,Manufacturing,Manufacturing: Food,Manufacturing: Textiles,Manufacturing: Wood,Manufacturing: Chemicals,Manufacturing: Low tech,Manufacturing: High tech,Manufacturing: Other,Electricity and Gas,Water supply and Sewerage,Construction,Wholesale and retail trade,Transport and storage,Accommodation and food service activities,Information and communication,Financial and insurance activities,Real estate activities,Professional and scientific activities,Administrative and support service activities,Public administration and defence,Education,Human health and social work,Arts and Entertainment,Activities of households as employers,Activities of extraterritorial organisations and bodies
2011,Selby and Ainsty,E14000917,49578,1308,216,5533,1820,148,286,429,888,555,1407,879,461,4066,7982,2392,2366,1364,1940,619,3209,2235,2695,4636,5416,2194,42,25
2011,Sheffield Central,E14000919,48731,68,21,3023,619,73,48,132,915,488,748,93,212,1989,7295,1465,5091,2106,1670,593,3155,1971,2240,7207,7619,2873,30,10
2011,Sheffield South East,E14000920,42091,39,61,5116,616,99,140,285,1946,846,1184,178,366,4273,7413,2368,2029,1178,1605,551,1894,1805,2409,3627,5468,1697,11,3
2011,"Sheffield, Brightside and Hillsborough",E14000921,42365,45,19,4688,717,79,93,204,1846,667,1082,92,369,3255,6871,2502,2415,944,1105,569,1477,2209,1922,3777,8083,1987,31,5
2011,"Sheffield, Hallam",E14000922,42016,143,38,2631,237,66,43,174,972,452,687,91,171,2605,4735,859,1883,1638,1883,731,3421,1104,2725,7696,7806,1833,14,9
2011,"Sheffield, Heeley",E14000923,42525,40,18,4104,611,103,91,219,1494,659,927,112,335,3732,6864,1849,2149,1339,1419,635,1937,1840,2449,4930,6662,2088,20,3
2011,Shipley,E14000925,47826,167,34,5059,407,382,219,416,739,1238,1658,182,318,3318,7173,1623,1953,1499,2886,796,3122,2096,3092,6298,6114,2067,19,10
2011,Skipton and Ripon,E14000928,50302,2314,145,4410,838,264,175,384,590,880,1279,116,303,4402,7875,1708,3514,1126,1899,615,3178,2085,3076,5288,5754,2116,67,311
2011,Thirsk and Malton,E14000993,47459,3035,90,4925,1365,110,121,433,898,775,1223,131,288,3872,7456,1633,3514,789,959,703,2716,1743,3058,4264,5268,2922,75,18
2011,Wakefield,E14001009,44976,153,57,5004,856,576,116,353,779,651,1673,253,359,3897,8604,2737,2233,1120,1589,556,1960,2284,3078,3793,5553,1728,16,2
2011,Wentworth and Dearne,E14001028,42224,121,227,5378,503,134,125,482,1998,1034,1102,307,439,4641,7453,2102,1741,960,1159,330,1384,2683,2329,3914,5479,1567,7,3
2011,York Central,E14001061,53617,114,18,3245,1272,72,84,172,330,328,987,134,238,3279,8607,2424,5376,1687,2550,551,3321,2410,2977,6687,6975,2986,24,14
2011,York Outer,E14001062,45104,384,46,3326,1203,63,78,229,392,369,992,176,229,3471,7419,2195,2429,1483,2180,524,2843,1726,3112,5340,6138,2055,17,11
2011,Amber Valley,E14000533,42350,179,90,8493,1084,694,270,1377,1627,1666,1775,281,359,4092,7282,2102,1811,818,631,509,1745,1695,2173,3577,4771,1723,16,3
2011,Ashfield,E14000535,46452,130,189,8159,711,874,145,1361,1699,1564,1805,436,335,4379,8945,2738,2073,768,637,471,1647,1948,2205,3462,6194,1725,9,2
2011,Bassetlaw,E14000546,48494,655,421,6465,2030,131,138,525,1586,825,1230,568,407,4093,9244,2711,2398,843,897,546,1666,1627,2566,4052,7248,2047,37,3
2011,Bolsover,E14000577,43038,331,337,6567,784,527,167,897,1671,1234,1287,222,447,3818,8165,2393,2117,788,726,429,1493,1822,2136,3323,6105,1804,14,1
2011,Boston and Skegness,E14000582,45706,2235,32,6658,2734,448,472,182,358,622,1842,133,383,2894,9174,2249,3438,425,477,527,1272,2583,1560,3245,6328,2071,18,4
2011,Bosworth,E14000583,50178,517,139,6952,362,595,232,399,1237,2348,1779,1174,392,4163,9403,2870,2160,1285,1423,486,2717,1996,2282,4888,5262,2056,10,3
2011,Broxtowe,E14000607,46560,77,37,5098,609,358,93,556,713,1245,1524,530,229,3479,7941,2007,1887,1712,1129,527,2750,1813,3083,6401,5895,1935,17,13
2011,Charnwood,E14000625,47887,212,105,6185,808,511,239,561,983,1523,1560,503,333,4406,8567,1866,1794,1154,1512,562,2727,1902,2844,5294,5830,2069,18,4
2011,Chesterfield,E14000632,43167,95,150,4816,437,146,165,515,1575,948,1030,193,324,3308,7750,2365,2207,1424,908,427,1895,1802,2431,4043,7079,1935,12,3
2011,Corby,E14000648,55131,530,32,10289,2912,453,345,1457,1424,2014,1684,155,428,3871,11347,3752,2111,1365,1027,520,2355,2800,2369,4845,5187,1990,47,111
2011,Daventry,E14000660,47735,749,28,5856,709,284,111,491,960,2137,1164,191,390,3730,8511,2899,2192,1629,1697,672,3180,2235,2211,4724,4668,2110,47,16
2011,Derby North,E14000662,47132,66,52,6835,580,230,62,524,984,3469,986,284,385,3066,7689,2340,2923,1392,1112,537,2372,1988,2070,4833,7215,1961,8,4
2011,Derby South,E14000663,45849,93,24,7863,1261,270,65,536,956,3724,1051,304,437,2681,7357,3240,3004,1030,962,508,1766,2504,1744,3743,6745,1826,11,7
2011,Derbyshire Dales,E14000664,38651,1399,412,4465,558,294,101,472,1220,1029,791,141,382,3282,5277,1508,2760,1004,610,619,2556,1387,1968,4320,4388,2108,55,10
2011,Erewash,E14000695,45926,72,48,7635,449,760,145,852,1161,1685,2583,434,323,4053,8444,2927,2124,1179,977,528,2078,1907,2169,4167,5066,1783,8,4
2011,Gainsborough,E14000707,43030,1827,126,4790,747,99,172,697,960,1052,1063,454,483,3640,6802,1966,1788,690,663,484,2042,1529,3265,4633,6037,1769,32,10
2011,Gedling,E14000710,45506,73,54,4113,420,469,118,361,653,747,1345,567,312,4186,8122,2087,1915,1375,1179,744,2412,1821,3297,4915,6274,2043,17,0
2011,Grantham and Stamford,E14000714,51976,928,80,6886,1698,202,217,551,889,1775,1554,242,486,3946,9154,2218,2700,1481,1460,601,2573,2389,3409,4891,6008,2467,46,11
2011,Harborough,E14000728,49127,345,40,5271,667,610,162,682,744,1108,1298,467,261,3620,9028,1851,2103,1415,1851,613,3041,2245,2899,5993,5975,2073,32,4
2011,High Peak,E14000748,45618,436,466,6084,856,210,292,987,1242,1355,1142,198,261,3478,6558,2148,2423,1241,1342,595,2961,1784,2195,5273,6027,2117,25,6
2011,Kettering,E14000769,46918,228,15,6412,1183,746,447,660,768,1187,1421,186,367,3798,9100,2573,1855,1309,1177,489,2423,2161,2094,4351,6499,1836,23,22
2011,Leicester East,E14000782,45204,48,38,8917,2407,2436,377,587,797,916,1397,698,139,2069,9050,2322,2212,1007,1503,452,1470,2311,1992,3613,5826,1527,10,0
2011,Leicester South,E14000783,46893,52,22,5868,1266,1652,165,371,575,724,1115,727,176,2064,8442,2197,3123,1135,1363,478,2041,2429,2321,6363,6126,1950,14,2
2011,Leicester West,E14000784,45397,62,41,5799,1615,678,194,497,696,866,1253,599,361,2949,8550,2983,2923,922,1134,439,1532,2739,1976,3943,6536,1880,24,5
2011,Lincoln,E14000792,51269,398,65,5363,1406,82,113,494,750,1499,1019,265,666,3967,9548,2066,3451,1234,639,475,1867,2297,4914,4518,7261,2238,21,16
2011,Loughborough,E14000797,45670,261,169,6030,519,276,183,793,1102,1788,1369,336,310,3125,7698,1908,2759,1211,977,454,2798,1711,2010,7165,4390,2324,26,8
2011,Louth and Horncastle,E14000798,40350,1847,123,4009,531,176,348,812,451,561,1130,181,428,3298,6662,1738,2827,569,449,524,1654,1420,3097,4063,5476,1930,45,10
2011,Mansfield,E14000810,48361,186,491,5958,563,511,130,935,1236,1199,1384,395,372,4707,9191,2431,2862,773,897,495,1582,2099,2999,3925,6898,2081,15,4
2011,Mid Derbyshire,E14000814,41751,153,67,6656,453,399,120,729,1019,2841,1095,315,398,3211,6109,1913,1778,1294,975,559,2551,1501,2248,4874,5343,1778,22,6
2011,Newark,E14000829,47986,1015,138,5335,1371,199,175,313,864,1202,1211,469,479,4042,7962,2044,2503,1676,962,609,2842,1844,3463,4630,5684,2256,24,9
2011,North East Derbyshire,E14000843,43065,339,143,5595,626,206,199,447,1890,1131,1096,176,341,4103,7573,1918,1965,1118,1260,585,2147,1647,2398,4104,5696,1936,17,4
2011,North West Leicestershire,E14000858,46291,429,439,6757,918,268,307,785,1349,1857,1273,401,326,4118,8032,3599,2163,1162,897,463,2480,2062,1969,4576,4481,1917,14,6
2011,Northampton North,E14000861,41543,50,4,4100,787,430,110,382,540,919,932,242,223,3272,7787,3040,1942,1127,2302,337,1749,2104,1887,3965,5667,1720,16,9
2011,Northampton South,E14000862,47400,57,16,4534,785,462,109,442,600,1188,948,302,289,3282,9159,4260,2384,1512,2484,371,2062,2705,2106,3582,6195,2074,17,9
2011,Nottingham East,E14000865,42450,93,31,3136,703,393,73,269,293,434,971,614,227,2219,7205,2039,3719,1657,981,689,2131,2699,2137,4743,5936,2180,10,4
2011,Nottingham North,E14000866,38491,38,34,3733,571,423,87,391,510,554,1197,511,303,3092,7232,2406,2481,818,689,564,1117,2476,1692,3108,6418,1751,23,5
2011,Nottingham South,E14000867,42277,66,25,3397,692,323,87,364,405,586,940,494,190,2291,7394,2146,3525,1635,1131,533,2398,2217,1807,5182,5744,2074,23,5
2011,Rushcliffe,E14000908,47360,415,86,3850,599,314,70,409,529,848,1081,467,238,2972,7182,1395,1941,2266,1555,678,4426,1745,3108,6971,5635,2393,29,8
2011,Rutland and Melton,E14000909,50734,1306,69,7003,1834,336,456,965,926,1135,1351,211,370,3705,7828,1795,2505,1281,1228,604,3321,2027,4048,5802,5032,2522,66,11
2011,Sherwood,E14000924,44476,570,306,5179,650,452,130,554,970,1129,1294,555,302,4240,7477,2055,2532,996,905,524,1892,1833,2869,4099,6130,1986,22,4
2011,Sleaford and North Hykeham,E14000929,53341,1614,94,5264,1447,147,195,325,657,1378,1115,262,578,4357,8458,2123,2449,1202,902,552,2546,1925,6883,5007,6850,2195,39,41
2011,South Derbyshire,E14000935,47886,570,162,8204,1272,143,99,1039,1354,3092,1205,366,390,3748,7752,3012,2101,1230,915,459,2645,2010,1883,4572,5791,2039,33,4
2011,South Holland and The Deepings,E14000939,48463,2631,30,7446,3615,108,124,214,671,1138,1576,185,348,3810,9787,3049,1738,878,1208,436,2111,2845,1897,3546,4733,1758,24,3
2011,South Leicestershire,E14000940,52725,535,117,6033,516,497,169,493,1124,1670,1564,778,304,4805,10378,2613,2134,1411,1939,516,2718,2095,2908,5425,5868,2133,10,5
2011,South Northamptonshire,E14000942,59060,850,39,6006,884,221,129,614,815,1906,1437,262,333,4370,10201,2701,2278,2720,2928,748,4375,2901,3214,6036,5780,3083,53,182
2011,Wellingborough,E14001025,51667,249,31,6842,1162,647,326,971,814,1476,1446,175,414,4168,10729,3712,1813,1503,1764,575,2478,2611,2611,4590,5296,2063,14,29
2011,Aldridge-Brownhills,E14000531,35387,47,29,4919,217,282,84,493,1588,1396,859,172,374,3604,6227,1719,1368,690,1261,541,1602,1470,1891,3810,4163,1484,15,1
2011,"Birmingham, Edgbaston",E14000560,41889,37,5,2853,321,101,37,224,657,969,544,166,188,2087,5418,1500,2588,1327,1676,767,3086,1869,2108,5788,8339,2064,19,4
2011,"Birmingham, Erdington",E14000561,39922,25,4,4453,239,56,96,499,1014,1622,927,167,323,2943,7092,2578,2279,1040,1225,526,1691,2245,1840,4010,5681,1767,29,4
2011,"Birmingham, Hall Green",E14000562,42274,48,8,3343,453,165,43,258,569,1105,750,216,209,2140,6723,2594,2584,1614,1790,632,2763,2023,1961,6095,5571,1923,25,12
2011,"Birmingham, Hodge Hill",E14000563,35995,34,8,3978,469,137,85,321,727,1404,835,146,212,1893,6854,3549,2541,740,1133,438,1174,2344,1344,3655,4618,1307,21,6
2011,"Birmingham, Ladywood",E14000564,44738,64,10,3303,509,174,62,252,670,907,729,149,206,1496,6870,2469,4796,1581,2039,643,3280,2909,1924,4729,6109,2103,24,34
2011,"Birmingham, Northfield",E14000565,43081,33,6,4137,583,77,49,261,783,1534,850,180,315,3294,6114,1937,2152,1109,1633,615,1952,2248,2198,5212,8015,1912,17,2
2011,"Birmingham, Perry Barr",E14000566,42498,52,5,4616,554,218,76,387,1037,1401,943,203,289,2442,7259,2882,2608,1084,1768,637,1832,2400,2388,4460,5645,1904,13,11
2011,"Birmingham, Selly Oak",E14000567,43811,38,3,3369,512,79,41,262,585,1188,702,191,287,2708,6051,1697,2505,1438,1631,673,2524,1866,2185,7029,7257,2329,16,14
2011,"Birmingham, Yardley",E14000568,42790,23,3,4753,342,74,81,279,834,2225,918,286,351,3191,7290,3035,2792,1208,1631,536,1681,2533,1849,4119,5705,1782,15,7
2011,Bromsgrove,E14000605,46251,307,15,4981,439,108,90,343,1008,1762,1231,299,341,3801,6708,1370,2075,1733,1810,776,3383,2084,2479,5415,6507,2135,27,5
2011,Burton,E14000610,49616,552,86,8394,2735,175,154,752,1163,2320,1095,293,405,3877,8829,3281,2673,1097,747,417,2035,2216,1959,4308,6219,2198,27,3
2011,Cannock Chase,E14000618,47476,131,68,6812,468,147,152,609,1813,2353,1270,356,673,5519,8955,2731,2265,829,971,464,1681,2057,2770,3647,5621,1908,15,3
2011,Coventry North East,E14000649,47050,98,29,5472,456,192,65,343,794,2815,807,293,356,2517,8649,3713,2725,1363,1709,551,1712,2656,1838,4388,6964,2003,12,2
2011,Coventry North West,E14000650,46924,85,27,5748,310,133,80,291,869,3284,781,418,427,2815,7893,2802,2479,1462,1778,634,2105,2329,2392,6001,5350,2147,25,7
2011,Coventry South,E14000651,43586,76,13,4660,322,131,55,256,649,2528,719,334,331,2112,7477,2444,2589,1661,1694,549,2409,2176,2100,5981,4881,2070,21,8
2011,Dudley North,E14000671,34933,37,25,5136,316,103,84,438,1920,1141,1134,422,326,3397,6154,1634,1560,721,1009,421,1226,1562,2167,3228,4552,1340,9,7
2011,Dudley South,E14000672,36149,37,14,5590,265,103,121,408,2020,1325,1348,476,360,3312,6625,1559,1477,830,907,382,1399,1600,2164,3279,4771,1357,6,4
2011,Halesowen and Rowley Regis,E14000722,39589,35,10,5099,274,85,109,504,1608,1277,1242,389,322,3415,7034,1969,1721,951,1532,557,1928,1688,2342,4068,4756,1760,10,3
2011,Hereford and South Herefordshire,E14000743,48555,1858,38,6567,1947,88,265,972,1273,1079,943,148,400,4060,8461,1562,2759,1044,876,697,2121,2204,2796,4330,6494,2073,53,14
2011,Kenilworth and Southam,E14000767,40991,702,19,4194,284,75,90,269,551,2151,774,422,276,2659,5888,1414,1959,1923,1340,609,3834,1735,2184,5307,4352,2105,52,17
2011,Lichfield,E14000791,45538,583,54,5389,540,152,91,536,1310,1739,1021,233,383,3983,7649,2054,2198,1354,1364,613,2841,1943,2536,4915,5322,2091,24,9
2011,Ludlow,E14000799,41220,2366,67,5013,725,210,202,391,1277,1137,1071,206,372,3772,6481,1288,2446,1016,865,707,2320,1605,1784,4068,4679,2092,67,6
2011,Meriden,E14000812,50311,150,20,5406,337,103,91,438,902,2613,922,630,449,3972,7946,2575,2589,1932,2405,789,3464,2908,2210,4888,5832,2102,32,12
2011,Mid Worcestershire,E14000818,47326,1118,43,6006,1084,143,99,505,1033,1819,1323,277,361,3689,8472,1979,2361,1376,1278,733,3130,2289,2721,4183,5169,2082,50,9
2011,Newcastle-under-Lyme,E14000834,40665,145,48,4674,549,122,105,445,1442,1279,732,203,288,3268,7735,1940,2055,1148,1079,525,1715,1637,1797,4571,5927,1893,13,4
2011,North Herefordshire,E14000847,41682,3035,86,4806,1025,129,190,702,842,949,969,105,236,3805,6593,1219,1975,891,689,749,2438,1791,2103,3993,5130,1964,56,18
2011,North Shropshire,E14000849,50777,2156,106,6057,2112,94,584,385,763,1033,1086,168,429,4197,8238,2300,2666,1260,836,521,2320,2092,3460,5046,6729,2138,44,14
2011,North Warwickshire,E14000854,44511,315,159,6140,396,193,98,464,1379,2694,916,287,426,3658,7975,3838,2211,1098,1372,483,1808,2188,2066,3826,4709,1940,9,3
2011,Nuneaton,E14000868,44307,138,171,6062,473,175,98,316,1239,2880,881,307,364,2752,8747,3589,1902,1126,1103,395,1793,1953,2312,3973,5754,1845,18,3
2011,Redditch,E14000892,45711,311,7,8511,518,112,100,570,2012,3530,1669,241,324,3352,8450,2068,1928,1532,1152,448,2286,2414,2180,3535,5348,1603,18,3
2011,Rugby,E14000905,48482,325,42,5923,576,131,68,322,1162,2728,936,388,293,3317,8903,4196,2280,1637,1193,493,2647,2162,2691,4738,5197,2014,33,10
2011,Shrewsbury and Atcham,E14000926,51171,1088,69,4104,890,102,120,296,634,1204,858,147,557,4026,8573,2054,2803,1526,1071,687,2856,1933,3484,5299,8525,2320,41,8
2011,Solihull,E14000931,47630,50,12,4431,338,108,58,230,638,2249,810,805,346,3649,7311,1860,2160,2329,2592,731,3505,2322,2554,5323,5616,1995,25,14
2011,South Staffordshire,E14000945,46062,378,39,5690,342,122,114,591,1640,1767,1114,286,452,4602,7760,1770,1915,1134,1765,752,2293,1861,3044,4817,5396,2082,21,5
2011,Stafford,E14000965,46877,538,34,4403,244,96,83,564,959,1604,853,496,375,3337,7796,2182,2382,1270,997,544,2182,1929,4800,4573,6859,2145,24,11
2011,Staffordshire Moorlands,E14000966,37960,965,122,5367,632,370,129,711,1273,1302,950,191,289,3260,5927,1681,1726,744,1712,528,1872,1502,1661,3493,4966,1927,24,3
2011,Stoke-on-Trent Central,E14000972,35849,48,47,4151,583,59,78,406,1482,906,637,278,190,2608,7227,2335,2242,819,883,363,991,1823,1365,2774,5540,2153,11,1
2011,Stoke-on-Trent North,E14000973,42079,64,76,6573,595,134,102,653,2743,1422,924,337,280,3641,8236,2750,2070,914,1171,422,1237,2076,1537,3116,5584,1982,12,1
2011,Stoke-on-Trent South,E14000974,39781,50,72,5580,505,89,117,630,1912,1464,863,469,290,3204,7734,2537,1922,732,1093,390,1263,1831,1759,3186,5803,1849,14,3
2011,Stone,E14000975,41615,1152,65,5178,538,104,80,526,1253,1712,965,270,293,3271,6208,1652,1969,1178,1082,518,2269,1645,2547,4541,5526,2214,32,5
2011,Stourbridge,E14000976,42178,37,13,5728,211,138,125,456,1896,1414,1488,414,323,3749,7607,1777,1708,1071,1301,523,2304,1755,2558,4392,5170,1728,15,5
2011,Stratford-on-Avon,E14000977,44231,1036,26,3954,306,109,71,295,770,1550,853,268,363,3225,7384,1434,3079,1861,1938,783,3829,2481,1550,4269,4098,2576,62,15
2011,Sutton Coldfield,E14000985,46693,65,29,4251,248,89,103,468,922,1506,915,258,329,3492,6829,1740,1870,1732,2390,808,3885,1928,2731,6231,5972,2112,29,12
2011,Tamworth,E14000986,47064,266,88,6197,518,166,169,726,1527,1987,1104,235,368,3895,9606,3823,2344,1223,1576,454,2179,2436,2088,3759,4324,2184,17,2
2011,Telford,E14000989,42283,150,42,7831,515,238,329,728,1432,2953,1636,231,442,2820,7282,1715,2124,1782,1149,513,1311,2118,3203,3525,4343,1677,19,6
2011,The Wrekin,E14000992,43669,760,43,6177,809,128,177,514,946,2168,1435,203,442,2682,6773,1616,2012,1805,1116,576,1792,1752,4792,4498,4901,1681,22,26
2011,Walsall North,E14001011,38251,34,18,6156,401,412,137,466,2533,1294,913,180,533,3601,7748,2461,1606,458,986,532,1041,1785,1629,3125,4882,1464,10,2
2011,Walsall South,E14001012,38632,45,14,5209,517,292,94,390,1708,1329,879,202,368,2578,7649,2534,2254,793,1210,560,1354,1805,1772,3892,4935,1443,13,2
2011,Warley,E14001016,37579,48,6,4493,618,226,80,401,1290,1001,877,303,282,2326,6350,2596,2233,823,1249,575,1576,2088,1812,3798,5354,1648,15,4
2011,Warwick and Leamington,E14001019,49799,146,20,5373,468,108,86,312,482,3132,785,803,327,2571,7617,1677,2818,2931,1299,598,4684,2288,2361,5675,6123,2430,36,22
2011,West Bromwich East,E14001029,36522,51,8,5348,645,151,130,455,1803,1236,928,248,425,2896,6526,2495,1741,692,1155,520,1234,1958,1718,3022,4919,1550,14,2
2011,West Bromwich West,E14001030,38247,21,14,6467,806,123,117,593,2405,1318,1105,450,551,3092,7418,2473,1771,612,1079,486,1094,2022,1745,2915,4558,1465,11,3
2011,West Worcestershire,E14001035,42514,1217,45,4689,447,148,158,641,792,1492,1011,220,323,3387,6401,1191,2088,1531,1024,715,3380,1906,2329,4776,5162,2076,48,6
2011,Wolverhampton North East,E14001049,36845,72,9,5082,604,119,89,446,1615,1391,818,187,390,3037,6441,2379,1932,640,1077,493,1047,1857,1919,3008,5714,1540,16,5
2011,Wolverhampton South East,E14001050,35273,54,16,5662,587,283,122,428,2087,1261,894,265,433,2597,6922,2324,1735,644,1012,435,1024,1709,1674,2858,4572,1324,9,4
2011,Wolverhampton South West,E14001051,37597,70,17,4127,616,196,53,351,1017,1121,773,219,282,2522,5857,1898,1894,1059,1519,636,1759,1582,2347,4773,5348,1668,17,3
2011,Worcester,E14001052,50101,122,34,5929,638,112,95,555,1278,2082,1169,421,371,3110,8762,2347,2819,1664,1023,919,2672,2190,3459,5394,6542,2290,31,2
2011,Wyre Forest,E14001058,46339,337,26,7072,319,1069,282,500,1559,1679,1664,212,482,3653,8565,2217,2209,1131,955,815,2198,2055,2207,4155,5754,2255,34,7
2011,Basildon and Billericay,E14000544,41918,79,13,3358,217,88,53,383,399,1306,912,154,338,4445,6539,2430,1701,1471,4455,552,2618,1996,1897,3515,4500,1815,29,13
2011,Bedford,E14000552,47526,137,20,4135,873,83,90,442,564,1085,998,355,412,3275,8570,2963,2453,1705,1121,558,2749,2530,2890,5214,6322,2077,18,22
2011,Braintree,E14000590,49622,587,24,4947,439,166,126,489,1008,1370,1349,118,378,5482,8298,3052,1971,1417,2187,786,3012,2375,2829,4456,5476,2186,36,5
2011,Brentwood and Ongar,E14000594,45705,341,16,2612,182,98,52,265,362,835,818,141,268,4575,5849,1911,1773,1965,5447,746,3752,2119,2297,4771,4883,2181,34,24
2011,Broadland,E14000603,46477,1178,135,4304,928,128,160,502,579,842,1165,212,311,4440,7923,1699,2460,1069,2435,625,2498,1882,2468,4334,6202,2245,47,10
2011,Broxbourne,E14000606,48608,157,14,3172,300,168,81,460,492,615,1056,213,398,5828,9374,3115,2056,1799,2758,960,3056,2640,2470,4277,3927,2330,52,12
2011,Bury St Edmunds,E14000613,58707,1014,24,6369,1973,149,195,731,664,1281,1376,432,350,4671,10033,2724,2745,1542,1516,761,3178,2468,5149,5072,7771,2436,66,386
2011,Cambridge,E14000617,55072,107,31,2686,239,47,43,435,261,980,681,85,195,1957,5946,1356,3563,4449,864,511,7893,2186,1512,12700,6239,2521,53,218
2011,Castle Point,E14000622,41443,59,22,3562,175,131,86,471,486,1223,990,213,442,5173,6770,2505,1451,1093,3929,561,2248,1810,1998,3551,4167,1863,16,10
2011,Central Suffolk and North Ipswich,E14000624,47985,1414,48,3514,673,115,132,284,507,798,1005,471,338,4402,7629,2968,2026,2258,2373,628,2599,2051,2659,4752,5618,2176,47,14
2011,Chelmsford,E14000628,54839,142,28,3538,412,64,86,288,414,1396,878,152,359,4285,8148,2543,2351,2199,5391,781,4095,2348,3917,5593,6400,2516,37,16
2011,Clacton,E14000642,30617,261,17,1983,159,54,105,212,386,505,562,125,286,3151,5941,1888,1784,611,899,456,1101,1324,1491,2819,4722,1740,11,7
2011,Colchester,E14000644,54565,132,53,3320,373,93,90,311,499,791,1163,147,302,4017,8746,2448,2711,1959,2958,719,2858,2500,5177,5975,7959,2521,44,19
2011,Epping Forest,E14000693,46832,128,23,2379,179,196,62,238,339,444,921,112,306,4849,6796,2488,1625,1957,4244,1080,3951,2464,2410,4620,4736,2594,41,29
2011,Great Yarmouth,E14000717,41264,455,671,3899,1130,85,46,296,632,922,788,253,309,3363,7422,2026,3911,515,812,385,1997,1928,1836,3167,6081,2203,16,15
2011,Harlow,E14000729,45724,128,10,4261,254,85,73,763,717,1117,1252,141,353,4530,9065,3013,2020,1606,1504,552,2281,2472,2125,3650,6039,1929,38,7
2011,Harwich and North Essex,E14000734,42205,683,30,3125,303,129,111,352,532,740,958,154,314,3924,6691,2777,1924,1270,1988,590,2415,1947,2069,4945,5368,1940,39,12
2011,Hemel Hempstead,E14000739,50349,148,36,3297,188,87,91,333,409,985,1204,163,273,4584,9383,3091,2317,3167,1884,592,3519,2981,2566,4460,5234,2583,63,8
2011,Hertford and Stortford,E14000744,56457,189,35,4704,286,99,80,1386,529,974,1350,124,309,4722,8855,2976,2417,2768,3587,913,5359,2836,3276,5943,4970,2404,49,21
2011,Hertsmere,E14000745,49428,95,30,2221,176,174,58,312,264,475,762,165,221,3849,8195,2316,2097,2811,2850,1344,4591,2697,2236,5126,5517,2940,106,21
2011,Hitchin and Harpenden,E14000749,50348,232,50,3529,280,97,33,670,540,1034,875,136,245,3450,7096,1736,1820,3375,3284,883,6151,2267,2714,5738,5023,2561,40,18
2011,Huntingdon,E14000757,58875,372,61,7625,783,162,407,1163,983,1950,2177,187,589,4279,9143,2345,2647,2585,1524,922,4221,2789,4525,5249,6656,2522,37,597
2011,Ipswich,E14000761,53824,203,26,4289,1057,74,47,340,472,844,1455,532,307,4125,9102,4008,3112,2323,3346,562,2083,2764,2933,4272,7617,2180,20,20
2011,Luton North,E14000800,42797,33,7,3947,453,158,51,387,443,1633,822,90,234,3709,7154,3907,2174,1378,1217,626,2028,2432,2041,4489,5569,1725,24,13
2011,Luton South,E14000801,49465,88,10,4572,643,193,50,413,413,1728,1132,112,298,3838,9133,5263,3438,1714,1238,712,2391,3349,2005,4756,4336,2161,42,9
2011,Maldon,E14000806,44343,492,31,4397,282,131,104,455,679,1475,1271,259,487,4924,7060,1972,1636,1277,3224,689,3071,1996,2290,4113,4301,2075,45,4
2011,Mid Bedfordshire,E14000813,52183,464,30,4585,377,117,133,570,731,1534,1123,185,380,5048,8091,2551,1996,2310,1843,804,3868,2372,4094,6061,4964,2488,40,9
2011,Mid Norfolk,E14000816,46618,1847,72,4896,1432,117,127,371,710,884,1255,103,391,4182,7821,1981,1984,867,1703,655,2323,1920,3222,4441,6016,2097,35,62
2011,North East Bedfordshire,E14000841,53360,637,30,5432,607,108,263,652,1010,1556,1236,226,347,5125,8656,2370,1820,2442,1752,805,3943,2267,3421,5734,5529,2750,45,29
2011,North East Cambridgeshire,E14000842,53332,1784,33,7981,2452,440,438,569,1007,1359,1716,158,514,5242,9145,2972,1807,1162,1147,618,2444,3078,3173,4125,5793,2021,25,110
2011,North East Hertfordshire,E14000845,47934,479,31,5214,250,105,109,1181,917,1353,1299,104,309,4034,7952,1809,1760,2253,1857,880,4374,2285,2488,4882,4816,2351,44,12
2011,North Norfolk,E14000848,35250,1214,138,3011,647,108,85,382,478,642,669,184,246,3138,6095,1309,2881,588,887,515,1758,1699,1544,3275,4780,1934,40,14
2011,North West Cambridgeshire,E14000855,65064,855,45,7107,1103,130,179,632,886,2385,1792,180,575,4696,10591,2912,2692,2893,3140,897,3987,3470,5484,5519,7135,2618,40,228
2011,North West Norfolk,E14000859,43067,1143,89,5816,1948,128,267,600,528,1092,1253,164,326,3954,7793,1638,2811,539,925,593,1626,1896,1898,3597,6295,1863,69,32
2011,Norwich North,E14000863,42890,140,78,3843,528,160,137,591,561,752,1114,137,325,3872,8221,1947,2455,1141,2912,556,1936,2026,2333,3365,5388,2178,31,6
2011,Norwich South,E14000864,45003,141,68,2785,608,132,103,318,387,557,680,97,217,2708,7396,1400,3382,1629,2813,637,2938,1980,2090,5848,6528,2302,30,14
2011,Peterborough,E14000878,53096,527,24,6559,1822,130,82,362,624,2107,1432,141,408,3071,10325,3718,2705,1613,2286,606,1985,4437,2619,4164,5766,2079,28,35
2011,Rayleigh and Wickford,E14000888,48243,156,18,4072,164,105,80,470,496,1509,1248,206,322,5222,7026,2477,1570,1591,5794,720,3192,1998,2739,4184,4769,2149,26,12
