Scotland,S12000033,Aberdeen City," 26,950 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000034,Aberdeenshire," 17,716 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000041,Angus," 14,373 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000035,Argyll and Bute," 18,615 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000036,City of Edinburgh," 21,226 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000005,Clackmannanshire," 14,693 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000006,Dumfries and Galloway," 17,513 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000042,Dundee City," 19,149 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000008,East Ayrshire," 16,743 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000045,East Dunbartonshire," 17,488 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000010,East Lothian," 19,380 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000011,East Renfrewshire," 14,121 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000014,Falkirk," 16,609 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000015,Fife," 17,566 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000046,Glasgow City," 16,206 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000017,Highland," 19,327 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000018,Inverclyde," 17,323 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000019,Midlothian," 21,542 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000020,Moray," 15,389 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000013,Na h-Eileanan Siar," 16,502 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000021,North Ayrshire," 15,327 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000044,North Lanarkshire," 16,289 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000023,Orkney Islands," 18,705 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000024,Perth and Kinross," 19,134 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000038,Renfrewshire," 21,041 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000026,Scottish Borders ," 19,257 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000027,Shetland Islands," 20,531 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000028,South Ayrshire," 18,994 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000029,South Lanarkshire," 17,711 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000030,Stirling," 20,325 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000039,West Dunbartonshire," 20,079 ",,,,,,,,,,,,,,,,,,,,
Scotland,S12000040,West Lothian," 16,660 ",,,,,,,,,,,,,,,,,,,,
Northern Ireland,N09000001,Antrim and Newtownabbey," 19,868 ",,,,,,,,,,,,,,,,,,,,
Northern Ireland,N09000011,Ards and North Down," 14,257 ",,,,,,,,,,,,,,,,,,,,
Northern Ireland,N09000002,"Armagh City, Banbridge and Craigavon"," 16,104 ",,,,,,,,,,,,,,,,,,,,
Northern Ireland,N09000003,Belfast," 15,149 ",,,,,,,,,,,,,,,,,,,,
Northern Ireland,N09000004,Causeway Coast and Glens," 13,791 ",,,,,,,,,,,,,,,,,,,,
Northern Ireland,N09000005,Derry City and Strabane," 15,698 ",,,,,,,,,,,,,,,,,,,,
Northern Ireland,N09000006,Fermanagh and Omagh," 15,216 ",,,,,,,,,,,,,,,,,,,,
Northern Ireland,N09000007,Lisburn and Castlereagh," 20,448 ",,,,,,,,,,,,,,,,,,,,
Northern Ireland,N09000008,Mid and East Antrim," 16,337 ",,,,,,,,,,,,,,,,,,,,
Northern Ireland,N09000009,Mid Ulster," 15,343 ",,,,,,,,,,,,,,,,,,,,
Northern Ireland,N09000010,"Newry, Mourne and Down"," 14,392 ",,,,,,,,,,,,,,,,,,,,
